x,phi1,phi2
-0.260607953133575,-0.0101971403295805,0.0987238253409367
-0.254795086627507,-0.00911882034288811,0.0976816356641298
-0.248982220121439,-0.00804050035619575,0.096639445987323
-0.243169353615371,-0.00700033340434189,0.0955350673792491
-0.237356487109303,-0.00596410350378745,0.094424271430754
-0.231543620603235,-0.00495052272717418,0.0932661414493523
-0.225730754097167,-0.00394489349065382,0.0920907543613112
-0.219917887591099,-0.00293926425413347,0.0909153672732702
-0.214105021085031,-0.00193363501761313,0.0897399801852291
-0.208292154578963,-0.000928005781092776,0.0885645930971881
-0.202479288072896,7.7623455427577e-05,0.087389206009147
-0.196666421566828,0.00108325269194793,0.086213818921106
-0.19085355506076,0.00208888192846828,0.0850384318330649
-0.185040688554692,0.00309451116498862,0.0838630447450239
-0.179227822048624,0.00410014040150898,0.0826876576569828
-0.173414955542556,0.00510576963802933,0.0815122705689418
-0.167602089036488,0.00611139887454968,0.0803368834809007
-0.16178922253042,0.00711702811107004,0.0791614963928597
-0.155976356024352,0.00812265734759038,0.0779861093048186
-0.150163489518284,0.00912828658411073,0.0768107222167776
-0.144350623012216,0.0101339158206311,0.0756353351287365
-0.138537756506148,0.0111395450571514,0.0744599480406955
-0.13272489000008,0.0121451742936718,0.0732845609526544
-0.126912023494012,0.0131508035301921,0.0721091738646134
-0.121099156987945,0.0141564327667125,0.0709337867765723
-0.115286290481877,0.0151620620032328,0.0697583996885313
-0.109473423975809,0.0161676912397532,0.0685830126004902
-0.103660557469741,0.0171733204762735,0.0674076255124492
-0.0978476909636728,0.0181789497127939,0.0662322384244081
-0.0920348244576049,0.0191845789493142,0.0650568513363671
-0.086221957951537,0.0201902081858346,0.063881464248326
-0.080409091445469,0.0211958374223549,0.0627060771602849
-0.0745962249394011,0.0222014666588753,0.0615306900722439
-0.0687833584333332,0.0232070958953956,0.0603553029842028
-0.0629704919272652,0.024212725131916,0.0591799158961618
-0.0571576254211973,0.0252183543684363,0.0580045288081207
-0.0513447589151294,0.0262239836049567,0.0568291417200797
-0.0455318924090614,0.027229612841477,0.0556537546320387
-0.0397190259029935,0.0282352420779974,0.0544783675439976
-0.0339061593969255,0.0292408713145178,0.0533029804559565
-0.0280932928908577,0.0302465005510381,0.0521275933679155
-0.0222804263847898,0.0312521297875584,0.0509522062798744
-0.0164675598787218,0.0322577590240788,0.0497768191918334
-0.0106546933726539,0.0332633882605991,0.0486014321037923
-0.00484182686658596,0.0342690174971195,0.0474260450157513
0.000971039639481974,0.034842952697008,0.046339410855298
0.00678390614554991,0.0332643621917419,0.0456953191944608
0.0125967726516178,0.0316857716864757,0.0450512275336236
0.0184096391576857,0.0301071811812096,0.0444071358727864
0.0242225056637537,0.0285285906759434,0.0437630442119491
0.0300353721698216,0.0269500001706773,0.0431189525511119
0.0358482386758896,0.0253714096654111,0.0424748608902747
0.0416611051819574,0.023792819160145,0.0418307692294375
0.0474739716880254,0.0222142286548788,0.0411866775686003
0.0532868381940933,0.0206356381496127,0.040542585907763
0.0590997047001612,0.0190570476443465,0.0398984942469258
0.0649125712062292,0.0174784571390804,0.0392544025860886
0.0707254377122971,0.0158998666338142,0.0386103109252514
0.076538304218365,0.0143212761285481,0.0379662192644142
0.082351170724433,0.0127426856232819,0.037322127603577
0.0881640372305008,0.0111640951180158,0.0366780359427398
0.0939769037365689,0.00958550461274963,0.0360339442819025
0.0997897702426367,0.00800691410748351,0.0353898526210653
0.105602636748705,0.00642832360221733,0.0347457609602281
0.111415503254773,0.00484973309695121,0.0341016692993909
0.117228369760841,0.00327114259168506,0.0334575776385537
0.123041236266908,0.00169255208641891,0.0328134859777164
0.128854102772976,0.000113961581152757,0.0321693943168792
0.134666969279044,-0.00146462892411339,0.031525302656042
0.140479835785112,-0.00304321942937954,0.0308812109952048
0.14629270229118,-0.00462180993464566,0.0302371193343676
0.152105568797248,-0.00620040043991184,0.0295930276735303
0.157918435303316,-0.00777899094517796,0.0289489360126931
0.163731301809384,-0.00935758145044414,0.0283048443518559
0.169544168315452,-0.0109361719557103,0.0276607526910187
0.17535703482152,-0.0125147624609764,0.0270166610301815
0.181169901327588,-0.0140933529662426,0.0263725693693443
0.186982767833656,-0.0156719434715087,0.025728477708507
0.192795634339724,-0.0172505339767749,0.0250843860476698
0.198608500845792,-0.018829124482041,0.0244402943868326
0.204421367351859,-0.0204077149873071,0.0237962027259954
0.210234233857927,-0.0219863054925733,0.0231521110651582
0.216047100363995,-0.0235648959978394,0.022508019404321
0.221859966870063,-0.0251434865031056,0.0218639277434837
0.227672833376131,-0.0267220770083717,0.0212198360826465
0.233485699882199,-0.0283006675136379,0.0205757444218093
0.239298566388267,-0.029879258018904,0.0199316527609721
0.245111432894335,-0.0314578485241702,0.0192875611001349
0.250924299400403,-0.0330364390294363,0.0186434694392976
0.256737165906471,-0.0346150295347025,0.0179993777784604
0.262550032412539,-0.0361936200399686,0.0173552861176232
0.268362898918607,-0.0377722105452348,0.016711194456786
0.274175765424674,-0.0393508010505009,0.0160671027959488
0.279988631930743,-0.0409293915557671,0.0154230111351115
0.28580149843681,-0.0425079820610332,0.0147789194742744
0.291614364942878,-0.0440894160251792,0.0141846258560778
0.297427231448946,-0.0456824031268642,0.0137926645592296
0.303240097955014,-0.0472753902285492,0.0134007032623815
0.309052964461082,-0.0488683773302343,0.0130087419655334
0.31486583096715,-0.0504613644319193,0.0126167806686853
0.320678697473218,-0.0520543515336043,0.0122248193718372
0.326491563979286,-0.0536473386352894,0.011832858074989
0.332304430485354,-0.0552403257369744,0.0114408967781409
0.338117296991422,-0.0568333128386594,0.0110489354812928
0.34393016349749,-0.0584262999403444,0.0106569741844447
0.349743030003558,-0.0600192870420295,0.0102650128875965
0.355555896509625,-0.0616122741437145,0.00987305159074843
0.361368763015693,-0.0632052612453995,0.00948109029390029
0.367181629521761,-0.0647982483470846,0.0090891289970522
0.372994496027829,-0.0663912354487696,0.00869716770020407
0.378807362533897,-0.0679842225504547,0.00830520640335597
0.384620229039965,-0.06956621888351,0.00789789625343434
0.390433095546033,-0.071137506316895,0.00747563088671625
0.396245962052101,-0.07270879375028,0.00705336551999809
0.402058828558169,-0.0742741934667679,0.00654299759858001
0.407871695064237,-0.0758291085835576,0.0058757403371062
0.413684561570305,-0.0773840237003473,0.00520848307563238
0.419497428076373,-0.078938938817137,0.00454122581415859
0.425310294582441,-0.0804938539339266,0.00387396855268478
0.431123161088509,-0.0820487690507164,0.00320671129121094
0.436936027594577,-0.083603684167506,0.00253945402973716
0.442748894100644,-0.0851585992842957,0.00187219676826335
0.448561760606712,-0.0867135144010854,0.00120493950678952
0.45437462711278,-0.0882684295178751,0.00053768224531574
0.460187493618848,-0.0898233446346648,-0.000129575016158085
0.466000360124916,-0.0913927168165648,-0.000830891496347381
0.471813226630984,-0.0932072618788453,-0.00210980769627507
0.477626093137052,-0.0952138006907164,-0.00378824179890994
0.48343895964312,-0.0972429421890351,-0.00551370960917488
0.489251826149188,-0.0992669530279542,-0.00727123702342318
0.495064692655256,-0.101284619895944,-0.00906840557925573
0.500877559161324,-0.103346496529064,-0.010937635454892
0.506690425667392,-0.105428400533621,-0.0128395096753641
0.512503292173459,-0.107510304538178,-0.0147413838958361
0.518316158679527,-0.109592208542736,-0.0166432581163081
0.524129025185595,-0.111674112547293,-0.0185451323367802
0.529941891691663,-0.113753910178447,-0.0204450710099199
0.535754758197731,-0.115820140246054,-0.0223325424436874
0.541567624703799,-0.117886370313662,-0.0242200138774548
0.547380491209867,-0.119952600381269,-0.0261074853112222
0.553193357715935,-0.122018830448876,-0.0279949567449897
0.559006224222003,-0.124085060516484,-0.0298824281787572
0.564819090728071,-0.126151290584091,-0.0317698996125246
0.570631957234139,-0.128217520651699,-0.0336573710462921
0.576444823740207,-0.130253261574944,-0.0352684701244942
0.582257690246275,-0.13227332227339,-0.0362370310725634
0.588070556752343,-0.134293382971836,-0.0372055920206326
0.593883423258411,-0.136313443670282,-0.0381741529687018
0.599696289764479,-0.138333504368729,-0.0391427139167709
0.605509156270546,-0.140351797040287,-0.0401167504502411
0.611322022776614,-0.142337945420519,-0.0411903379654125
0.617134889282682,-0.14432409380075,-0.042263925480584
0.62294775578875,-0.146310242180982,-0.0433375129957554
0.628760622294818,-0.148296390561213,-0.0444111005109268
0.634573488800886,-0.150282538941444,-0.0454846880260983
0.640386355306954,-0.152268687321676,-0.0465582755412696
0.646199221813022,-0.154254835701907,-0.0476318630564411
0.65201208831909,-0.156235313042349,-0.0487312754003733
0.657824954825158,-0.158183816429771,-0.0499762910008809
0.663637821331226,-0.160131032821265,-0.0512255161350974
0.669450687837294,-0.162045180018703,-0.0525829046938873
0.675263554343362,-0.163959327216141,-0.0539402932526773
0.681076420849429,-0.165873474413579,-0.0552976818114671
0.686889287355497,-0.167787621611017,-0.056655070370257
0.692702153861565,-0.169675678067432,-0.0581565288066658
0.698515020367633,-0.171554316682485,-0.0597099914100388
