T_K,logt,M,R_relax,C
3,0.534813608523521,4.93897815890441e-05,5.19254949899232e-06,3.40011835173962e-06
3,0.543826175144702,4.9342845301137e-05,5.22326155300361e-06,3.41526627930841e-06
3,0.552838741765884,4.92956316035915e-05,5.25411012873501e-06,3.43041420595954e-06
3,0.561851308387065,4.92481392659965e-05,5.28509522614253e-06,3.44556213110905e-06
3,0.570863875008247,4.92003670579417e-05,5.31621684524309e-06,3.46071005809388e-06
3,0.579876441629428,4.91523137490157e-05,5.34747498605285e-06,3.47585798531248e-06
3,0.58888900825061,4.91039781088079e-05,5.37886964855988e-06,3.27059656716138e-06
3,0.597901574871792,4.90553589069071e-05,5.40642792495796e-06,-1.7710524744917e-07
3,0.606914141492973,4.90065265250953e-05,5.37567730287668e-06,-7.18936156643064e-06
3,0.615926708114155,4.89584616072548e-05,5.27683872479552e-06,-1.14663788902711e-05
3,0.624939274735336,4.89114108039824e-05,5.16899429557213e-06,-1.14469695743839e-05
3,0.633951841356518,4.88652897963481e-05,5.07050557299597e-06,-1.04088960664862e-05
3,0.642964407977699,4.8820014265423e-05,4.98137255706781e-06,-9.37082255702787e-06
3,0.651976974598881,4.87754998922771e-05,4.90159524781501e-06,-8.33274904788399e-06
3,0.660989541220062,4.8731662357981e-05,4.83117364520452e-06,-7.29467553998971e-06
3,0.670002107841244,4.86884173436053e-05,4.77010774924689e-06,-6.25660203119869e-06
3,0.679014674462425,4.86456805302204e-05,4.71839755994773e-06,-5.21852852207394e-06
3,0.688027241083607,4.86033675988968e-05,4.67604307730743e-06,-4.18045501230262e-06
3,0.697039807704788,4.85613942307049e-05,4.64304430133727e-06,-3.14238150344906e-06
3,0.70605237432597,4.8519676106715e-05,4.61940123200943e-06,-2.10430799618048e-06
3,0.715064940947151,4.8478128907998e-05,4.60511386932315e-06,-1.06623448711159e-06
3,0.724077507568333,4.84366683156242e-05,4.60018221331164e-06,-2.81609770341727e-08
3,0.733090074189515,4.83952100106639e-05,4.60460626395987e-06,1.00991253122875e-06
3,0.742102640810696,4.83536696741877e-05,4.61838602125017e-06,2.04798603973453e-06
3,0.751115207431878,4.83119629872662e-05,4.64152148520458e-06,3.08605954915129e-06
3,0.760127774053059,4.82700056309696e-05,4.67401265581749e-06,4.12413305796318e-06
3,0.769140340674241,4.82277132863686e-05,4.71585953308361e-06,5.1622065664831e-06
3,0.778152907295422,4.81850016345335e-05,4.76706211700294e-06,6.2002800753159e-06
3,0.787165473916604,4.8141786356535e-05,4.82762040758114e-06,7.23835358414865e-06
3,0.796178040537785,4.80979831334433e-05,4.89753440481256e-06,8.27642709233484e-06
3,0.805190607158967,4.80535076463292e-05,4.97680410869118e-06,9.31450060177072e-06
3,0.814203173780148,4.8008275576263e-05,5.06542951924555e-06,1.03525741118339e-05
3,0.82321574040133,4.7962202604315e-05,5.16341063645843e-06,1.13906476203364e-05
3,0.832228307022511,4.79152044115558e-05,5.27074746031892e-06,1.24287211279597e-05
3,0.841240873643693,4.78671966790559e-05,5.38743999082207e-06,1.34667946364779e-05
3,0.850253440264874,4.7818095087886e-05,5.51348822798897e-06,1.4504868146482e-05
3,0.859266006886056,4.77678153191162e-05,5.64889217182532e-06,1.55429416550393e-05
3,0.868278573507238,4.77162730538171e-05,5.79365182229934e-06,1.65810151635775e-05
3,0.877291140128419,4.76633839730594e-05,5.94776717944244e-06,1.76190886732688e-05
3,0.886303706749601,4.76090637579131e-05,6.11123824324402e-06,1.86571621814758e-05
3,0.895316273370782,4.75532280894491e-05,6.28406501368792e-06,1.96952356897038e-05
3,0.904328839991964,4.74957926487377e-05,6.46624749079067e-06,2.07333091991623e-05
3,0.913341406613145,4.74366731168495e-05,6.65778567455793e-06,2.17713827085998e-05
3,0.922353973234327,4.73757851748547e-05,6.85867956498366e-06,2.28094562167861e-05
3,0.931366539855508,4.7313044503824e-05,7.06892916205134e-06,2.3847529725598e-05
3,0.94037910647669,4.72483667848279e-05,7.28853446578878e-06,2.48856032347436e-05
3,0.949391673097871,4.71816676989366e-05,7.51749547617418e-06,2.59236767429715e-05
3,0.958404239719053,4.7112862927221e-05,7.75581219321279e-06,2.69617502520754e-05
3,0.967416806340234,4.70418681507512e-05,8.00348461691515e-06,2.79998237617796e-05
3,0.976429372961416,4.69685990505979e-05,8.26051274728155e-06,2.90378972703442e-05
3,0.985441939582598,4.68929713078312e-05,8.52689658429118e-06,3.00759707786262e-05
3,0.994454506203779,4.68149006035222e-05,8.8026361279597e-06,3.11140442880481e-05
3,1.00346707282496,4.67343026187407e-05,9.087731378292e-06,3.21521177965525e-05
3,1.01247963944614,4.66510930345577e-05,9.38218233526665e-06,3.31901913044794e-05
3,1.02149220606732,4.65651875320434e-05,9.68598899889466e-06,3.42282648135479e-05
3,1.03050477268851,4.64765017922685e-05,9.99915136918597e-06,4.90502410862112e-05
3,1.03951733930969,4.63849514963032e-05,1.0570126130044e-05,0.000214577953735898
3,1.04852990593087,4.62859738603859e-05,1.38669475761485e-05,0.00044556971066402
3,1.05754247255205,4.61349979185783e-05,1.86015795335227e-05,0.000350276140463248
3,1.06655503917323,4.59506779107758e-05,2.01807216796181e-05,-5.87050497837193e-05
3,1.07556760579441,4.57712377213762e-05,1.75434131891718e-05,-0.000388149124057713
3,1.08458017241559,4.56344555505152e-05,1.31842820005725e-05,-0.00039561355978169
3,1.09359273903678,4.55335892816109e-05,1.04124260616185e-05,-0.000226162599176922
3,1.10260530565796,4.54467701833782e-05,9.10767101596775e-06,-0.000116602704009281
3,1.11161787227914,4.53694222980205e-05,8.31064678543176e-06,-6.0266830281154e-05
3,1.12063043890032,4.52969696677406e-05,8.02135337005525e-06,-3.93095655177167e-06
3,1.1296430055215,4.52248363347412e-05,8.23979076981615e-06,5.24049171751513e-05
3,1.13865557214268,4.51484463412255e-05,8.96595898469219e-06,9.11177961794174e-05
3,1.14766813876387,4.50632237293965e-05,9.88220118670126e-06,8.21698079624101e-05
3,1.15668070538505,4.49703183481073e-05,1.04470807217146e-05,4.99776646362167e-05
3,1.16569327200623,4.48749137073939e-05,1.0783055250911e-05,4.38920677088245e-05
3,1.17470583862741,4.47759523404499e-05,1.12382410904488e-05,5.72235336287845e-05
3,1.18371840524859,4.46723429143288e-05,1.18145170691686e-05,7.06592333877099e-05
3,1.19273097186977,4.4562994096084e-05,1.25118831870653e-05,9.80641045487911e-05
3,1.20174353849095,4.44468145527691e-05,1.35821356199532e-05,0.0001995631548366
3,1.21075610511214,4.43181742918184e-05,1.61090356432627e-05,0.000297898964451871
3,1.21976867173332,4.41564470388932e-05,1.89518041469623e-05,0.000206349421979592
3,1.2287812383545,4.39765654968863e-05,1.98285114689289e-05,-2.89502431519389e-05
3,1.23779380497568,4.37990354776681e-05,1.84299721567498e-05,-0.000281402927251457
3,1.24680637159686,4.36443627931079e-05,1.47561862104312e-05,-0.000486845042862464
3,1.25581893821804,4.3533053255076e-05,9.65452539077147e-06,-0.000488042362565876
3,1.26483150483923,4.34703386865474e-05,5.95915759726026e-06,-0.000287590778327748
3,1.27384407146041,4.34256386453731e-05,4.47066329213693e-06,-0.000112521256562021
3,1.28285663808159,4.33897543850249e-05,3.93094695513206e-06,-1.12362303837766e-05
3,1.29186920470277,4.33547828027382e-05,4.2681287423275e-06,7.82113276806573e-05
3,1.30088177132395,4.33128207957489e-05,5.34071655763779e-06,0.000118075600709262
3,1.30989433794513,4.32585156751771e-05,6.39645717778364e-06,0.0001067341117998
3,1.31890690456631,4.31975238028403e-05,7.26461314433413e-06,0.000114480829516797
3,1.3279194711875,4.31275700552962e-05,8.45998938352094e-06,0.000154936663759359
3,1.33693203780868,4.30450313669733e-05,1.00573671527249e-05,0.000316804908576142
3,1.34594460442986,4.2946284672301e-05,1.41704400724396e-05,0.000593961416818645
3,1.35495717105104,4.27896072965647e-05,2.07636008317019e-05,0.000567132991986537
3,1.36396973767222,4.25720180007184e-05,2.43930878191352e-05,5.55181628652452e-05
3,1.3729823042934,4.23499186384322e-05,2.17643231147189e-05,-0.000552187024836355
3,1.38199487091459,4.21797131766456e-05,1.4439843121752e-05,-0.000745697008759631
3,1.39100743753577,4.20896385421637e-05,8.32303517338986e-06,-0.00044172147107599
3,1.40002000415695,4.20296893586644e-05,6.47775474959603e-06,-4.3801002184455e-05
3,1.40903257077813,4.19728761496909e-05,7.53351627286616e-06,0.000282454101813157
3,1.41804513739931,4.18938967240625e-05,1.15690275696293e-05,0.000500482634468287
3,1.42705770402049,4.17643428862638e-05,1.65547824446444e-05,0.00042395429826052
3,1.43607027064167,4.15954945646995e-05,1.92108602844464e-05,0.000126177319279223
3,1.44508283726286,4.14180645699361e-05,1.88291454368174e-05,-6.58756723240501e-05
3,1.45409540388404,4.12560967093609e-05,1.80234425133747e-05,-6.12324658103744e-05
3,1.46310797050522,4.10931896171465e-05,1.77254220818272e-05,-9.60936404060062e-05
3,1.4721205371264,4.09365936145589e-05,1.6291341841313e-05,-0.000198143139986243
3,1.48113310374758,4.079953600976e-05,1.41538655825156e-05,-0.000212825565906351
3,1.49014567036876,4.06814683015396e-05,1.24551326584704e-05,-0.000155501962169925
3,1.49915823698994,4.05750305840398e-05,1.13509219949542e-05,-0.000141094460633478
3,1.50817080361113,4.04768664201568e-05,9.91188620579156e-06,-0.000148065336968507
3,1.51718337023231,4.03963675144972e-05,8.68202456752047e-06,6.39952067068904e-06
3,1.52619593685349,4.03203717705138e-05,1.0027238418568e-05,0.000466400449906266
3,1.53520850347467,4.02156252059496e-05,1.70889548213776e-05,0.000810494877232356
3,1.54422107009585,4.00123410828858e-05,2.46365165729314e-05,0.000280829990174532
3,1.55323363671703,3.97715487120949e-05,2.21509528127241e-05,-0.000614064858825415
3,1.56224620333822,3.9613067206991e-05,1.35679156731462e-05,-0.000684829120716385
3,1.5712587699594,3.95269852242652e-05,9.80681666355624e-06,0.000181043219485837
3,1.58027133658058,3.9436298029947e-05,1.68312438270042e-05,0.00116892926531097
3,1.58928390320176,3.92235998116488e-05,3.08769224216805e-05,0.000468873014175957
3,1.59829646982294,3.88797373891822e-05,2.52827423812728e-05,-0.0015793071511236
3,1.60730903644412,3.87678750114941e-05,2.40970059206556e-06,-0.00179006371316038
3,1.61632160306531,3.8836302214936e-05,-6.98339456077455e-06,0.000133616959365797
3,1.62533416968649,3.88937516289361e-05,4.81816408807439e-06,0.00167181942284827
3,1.63434673630767,3.87494541652649e-05,2.3151373293231e-05,0.000961696762940451
3,1.64335930292885,3.8476445040582e-05,2.21528763788223e-05,-0.00065385286514389
3,1.65237186955003,3.83501456168351e-05,1.13655882781135e-05,-0.000721323824809364
3,1.66138443617121,3.82715787974912e-05,9.15091832574477e-06,-8.10871133417118e-05
3,1.67039700279239,3.81851990947236e-05,9.90398225589082e-06,0.000300273857475948
3,1.67940956941358,3.80930581976987e-05,1.45633946159491e-05,0.00092066591158371
3,1.68842213603476,3.79226919663099e-05,2.64991079838952e-05,0.00054058155403057
3,1.69743470265594,3.76154082454853e-05,2.43074491557122e-05,-0.000915274782869326
3,1.70644726927712,3.74845469564963e-05,1.00011580693035e-05,-0.000769731625802183
3,1.7154598358983,3.74351360387082e-05,1.04329340397695e-05,0.000499320694065689
3,1.72447240251948,3.72964919303207e-05,1.90014801105052e-05,9.4550931168163e-05
3,1.73348496914067,3.70926318279141e-05,1.21372271722658e-05,-0.00099396634204227
3,1.74249753576185,3.70777167933477e-05,1.0851043567622e-06,0.00041870397477665
3,1.75151010238303,3.70730726773016e-05,1.96844221067206e-05,0.00218494574158657
3,1.76052266900421,3.67229024620752e-05,4.04690424761872e-05,0.000791860747721437
3,1.76953523562539,3.63436127944776e-05,3.39578175937943e-05,-0.00171212240609315
3,1.77854780224657,3.61108082753273e-05,9.60780797912818e-06,-0.00232572563001376
3,1.78756036886775,3.61704307754868e-05,-7.96369677237536e-06,0.000419197860256593
3,1.79657293548894,3.62543549707512e-05,1.71639052651697e-05,0.00222399614271748
3,1.80558550211012,3.58610490961227e-05,3.21241300306241e-05,-5.00226021741711e-05
3,1.8145980687313,3.56753132466543e-05,1.62622411958507e-05,-0.000346308322893879
3,1.82361063535248,3.55679200317481e-05,2.58818763675237e-05,5.39427808824686e-06
3,1.83262320197366,3.52087889765674e-05,1.63594737771377e-05,-0.00195861823627181
3,1.84163576859484,3.52730383371403e-05,-9.42247831219179e-06,-0.00082184706252418
3,1.85064833521603,3.5378630403618e-05,1.54557097028893e-06,0.00125148110957178
3,1.85966090183721,3.52451792144653e-05,1.31356354381487e-05,0.00164645111326909
3,1.86867346845839,3.51418588246223e-05,3.12230716639966e-05,0.00213703627925617
3,1.87768603507957,3.4682379187486e-05,5.16559991154989e-05,-0.000189758666303878
3,1.88669860170075,3.42107525577982e-05,2.78026464199767e-05,-0.00335291032782356
3,1.89571116832193,3.41812327812757e-05,-8.78065629320574e-06,-0.00173844413735802
3,1.90472373494311,3.43690250574386e-05,-3.53304079030112e-06,0.00193302091895629
3,1.9137363015643,3.42449163122716e-05,2.60623033312699e-05,0.00190137566174056
3,1.92274886818548,3.38992485672894e-05,3.07395088563718e-05,-0.000234935044104076
3,1.93176143480666,3.36908325693308e-05,2.18275678579942e-05,-0.000237652501515294
3,1.94077400142784,3.35058037482924e-05,2.64557908511784e-05,-0.000500878327171331
3,1.94978656804902,3.32139634142063e-05,1.27991692725206e-05,-0.00119869558141034
3,1.9587991346702,3.32750970167637e-05,4.84914327922897e-06,-0.000237623800478003
3,1.96781170129138,3.31265569604869e-05,8.51596860734859e-06,0.000606573561457632
3,1.97682426791257,3.31215955479284e-05,1.57827125458017e-05,0.00166655269058205
3,1.98583683453375,3.28420714639228e-05,3.85558029105202e-05,0.00112924022812172
3,1.99484940115493,3.24266220632001e-05,3.61374181203287e-05,-0.00202610927902922
3,2.00386196777611,3.2190689687269e-05,2.03491319243655e-06,-0.0010469896479958
3,2.01287453439729,3.23899424817698e-05,1.72652902118328e-05,0.00175853685429333
3,2.02188710101847,3.18794805307327e-05,3.37327743026745e-05,-0.000621091473401953
3,2.03089966763966,3.17819047303293e-05,6.0700336480628e-06,-0.00170337997030411
3,2.03991223426084,3.17700673654407e-05,3.02912337555907e-06,0.00148205308861126
3,2.04892480088202,3.17273043778773e-05,3.2784238042532e-05,0.00150451696779841
3,2.0579373675032,3.11791271064748e-05,3.01482421855175e-05,-0.00107615522833313
3,2.06694993412438,3.11838782954604e-05,1.33863966623645e-05,-0.00122665385449057
3,2.07596250074556,3.09378355230006e-05,8.03764301607057e-06,0.000287553383246663
3,2.08497506736674,3.10389987091412e-05,1.8569584709677e-05,0.000848168816581794
3,2.09398763398793,3.06031162843532e-05,2.33259989469805e-05,0.000148758613617655
3,2.10300020060911,3.06185444701105e-05,2.12509785410854e-05,0.000551285753902371
3,2.11201276723029,3.02200645646196e-05,3.32629981156856e-05,-9.52664821827242e-05
3,2.12102533385147,3.00189744970349e-05,1.95337875062109e-05,-0.000796885075432782
3,2.13003790047265,2.98679654420922e-05,1.88990384521616e-05,0.000479722276587228
3,2.13905046709383,2.96783168107822e-05,2.8180845461024e-05,-3.87385331500037e-05
3,2.14806303371502,2.93600019477746e-05,1.82007712305188e-05,-0.00163483677738151
3,2.1570756003362,2.93502454842382e-05,-1.28730528080487e-06,-9.4549998477889e-06
3,2.16608816695738,2.93832057969847e-05,1.80303435984559e-05,0.00105533768005922
3,2.17510073357856,2.90252461384705e-05,1.77352970179456e-05,0.000182389469001003
3,2.18411330019974,2.90635247051434e-05,2.13179380792023e-05,0.000429552636706507
3,2.19312586682092,2.86409874641405e-05,2.54780405291875e-05,-0.000248999429686412
3,2.20213843344211,2.86042796298503e-05,1.68296901818306e-05,-0.000330941930751979
3,2.21115100006329,2.83376300561852e-05,1.95127681318959e-05,0.000816649426530843
3,2.22016356668447,2.82525593843456e-05,3.1549904907346e-05,0.000494375833041362
3,2.22917613330565,2.77689388164465e-05,2.84239583942692e-05,-0.00208195943988401
3,2.23818869992683,2.77402137470136e-05,-5.97769140175253e-06,-0.00102326343269818
3,2.24720126654801,2.78766875004448e-05,9.97949867784986e-06,0.00242100624506377
3,2.25621383316919,2.75603319536534e-05,3.76612687461076e-05,0.000939705000244052
3,2.26522639979038,2.71978381132195e-05,2.69178065157704e-05,-0.00138557914787388
3,2.27423896641156,2.70751349046143e-05,1.26860199878311e-05,-2.54594260214194e-05
3,2.28325153303274,2.69691709126236e-05,2.64588969694603e-05,0.00097299717292721
3,2.29226409965392,2.65982097612939e-05,3.02244236742836e-05,-0.000764626253123579
3,2.3012766662751,2.64243716487211e-05,1.26764068763014e-05,-0.00108898036751405
3,2.31028923289628,2.63697158383142e-05,1.05954074515287e-05,-7.00940928845746e-05
3,2.31930179951746,2.62333880176502e-05,1.14129515125546e-05,0.000650352368210937
3,2.32831436613865,2.61639958666117e-05,2.23180955430215e-05,0.000840699339491556
3,2.33732693275983,2.58311013717713e-05,2.65666691236621e-05,8.10734361523031e-05
3,2.34633949938101,2.5685128115852e-05,2.37794550320828e-05,7.25794875077167e-05
3,2.35535206600219,2.54024735263873e-05,2.78749240566509e-05,-0.000587607995996354
3,2.36436463262337,2.51826788956102e-05,1.31877426099723e-05,-0.000696398379198613
3,2.37337719924455,2.51647627086766e-05,1.53222504818324e-05,0.00107260750935884
3,2.38238976586574,2.49064932891022e-05,3.25216358829322e-05,0.000505860518933462
3,2.39140233248692,2.45785558886269e-05,2.44404537376625e-05,-0.000920006891137022
3,2.4004148991081,2.44659508539771e-05,1.5938389086298e-05,-0.000184969339773301
3,2.40942746572928,2.42912643016778e-05,2.11063567424974e-05,-0.000653956095165807
3,2.41844003235046,2.40855059614328e-05,4.15074333628086e-06,-0.000544130776933404
3,2.42745259897164,2.42164465999865e-05,1.1298326987004e-05,0.00125442500289714
3,2.43646516559282,2.38818521120763e-05,2.67619211560497e-05,0.000999054269749132
3,2.44547773221401,2.37340594053269e-05,2.9306413315591e-05,0.000185195065003852
3,2.45449029883519,2.33536001072068e-05,3.01000868785735e-05,0.000184553707512662
3,2.46350286545637,2.3191501328734e-05,3.26330184838782e-05,-0.00027915699539309
3,2.47251543207755,2.27653856009345e-05,2.50682448410762e-05,-0.00121806184818861
3,2.48152799869873,2.27396428753215e-05,1.06772913728432e-05,-0.000581761820333854
3,2.49054056531991,2.25729260012715e-05,1.45819105142406e-05,0.00104601264601394
3,2.4995531319411,2.2476801995374e-05,2.95318086904481e-05,0.000742453743484224
3,2.50856569856228,2.2040611214738e-05,2.79647381668399e-05,-0.00178053149763321
3,2.51757826518346,2.1972733863829e-05,-2.56250879660921e-06,-8.2190251475033e-05
3,2.52659083180464,2.20868007772316e-05,2.64832479327794e-05,0.00213706060844836
3,2.53560339842582,2.14953697911502e-05,3.59582934176713e-05,-0.00102556653509748
3,2.544615965047,2.14386477472102e-05,7.9972744887419e-06,-0.000906917068611898
3,2.55362853166818,2.13512178529149e-05,1.96109924161713e-05,0.000338766027440921
3,2.56264109828937,2.10851569958936e-05,1.41035772713529e-05,0.000502830108302
3,2.57165366491055,2.10969989934047e-05,2.86745721165903e-05,0.00105234854223771
3,2.58066623153173,2.05682940128244e-05,3.30722999625909e-05,-0.00157519777714151
3,2.58967879815291,2.05008663799477e-05,2.81422300545272e-07,-0.00127515765018205
3,2.59869136477409,2.05632213383597e-05,1.00874134130447e-05,0.00191564123354365
3,2.60770393139527,2.03190394091068e-05,3.48111107797284e-05,0.00192925089058808
3,2.61671649801646,1.99357464282402e-05,4.48624177738554e-05,-0.000152317827112663
3,2.62572906463764,1.95103883511582e-05,3.20655616508345e-05,-0.00242460463921584
3,2.63474163125882,1.93577604069928e-05,1.15859609194562e-06,-0.00208741618683992
3,2.64375419788,1.94895045022268e-05,-5.56039324921405e-06,0.000490336057217244
3,2.65276676450118,1.94579872361898e-05,9.99696885681989e-06,0.00240000882662263
3,2.66177933112236,1.93093078065629e-05,3.77000856334989e-05,0.00270639051238186
3,2.67079189774354,1.87784381693976e-05,5.87800184483618e-05,0.000737056353013476
3,2.67980446436473,1.82497901420422e-05,5.09856246037023e-05,-0.00304188936467656
3,2.68881703098591,1.78594154924704e-05,3.94955734151786e-06,-0.0036425520538834
3,2.69782959760709,1.8178598844713e-05,-1.4671861509778e-05,0.00212908541831525
3,2.70684216422827,1.81238777510976e-05,4.23266056910161e-05,0.00243015679748508
3,2.71585473084945,1.74156561374356e-05,2.91320385647174e-05,-0.00234343958472433
3,2.72486729747063,1.7598768874347e-05,8.5794930939291e-08,9.63094632392223e-08
3,2.73387986409182,1.74141096723739e-05,2.91337745556248e-05,0.00139326941968453
3,2.742892430713,1.70736287061287e-05,2.51996618632722e-05,-0.000799439666946027
3,2.75190499733418,1.6959882409626e-05,1.47237680396948e-05,1.87643476091939e-05
3,2.76091756395536,1.68082308253836e-05,2.55378917291339e-05,0.000236237535169045
3,2.76993013057654,1.64995585084794e-05,1.89819810879635e-05,-0.000949160341036079
3,2.77894269719772,1.64660780870691e-05,8.42915011359472e-06,9.50724062600178e-05
3,2.7879552638189,1.6347621954562e-05,2.06956738784721e-05,0.000882012341424854
3,2.79696783044009,1.6093035807869e-05,2.43275400891926e-05,-0.000361315808804068
3,2.80598039706127,1.59091148029952e-05,1.41829082822041e-05,0.000138813107273342
3,2.81499296368245,1.58373869963181e-05,2.68296648435806e-05,0.000664755461988115
3,2.82400553030363,1.54255065193418e-05,2.61652140581264e-05,-0.000594670835018069
3,2.83301809692481,1.53657555266055e-05,1.61106438070345e-05,-0.000437962351035526
3,2.84203066354599,1.51351100180998e-05,1.82708843255738e-05,0.00031104252313293
3,2.85104323016718,1.50364204021811e-05,2.17172267305485e-05,0.000166020580124453
3,2.86005579678836,1.47436541126269e-05,2.12634274032927e-05,0.000310278022795332
3,2.86906836340954,1.46531442900475e-05,2.73100294336104e-05,0.000540835715857153
3,2.87808093003072,1.42513871932333e-05,3.1012063243845e-05,-0.000267286086706731
3,2.8870934966519,1.40941477179567e-05,2.24921621068926e-05,-0.00170001849411263
3,2.89610606327308,1.38459629743478e-05,3.69003372988625e-07,-0.000882497984220815
3,2.90511862989426,1.40874963829917e-05,6.58501835519828e-06,0.00192338678948223
3,2.91413119651545,1.37272671410919e-05,3.50383065300197e-05,0.000595168445959042
3,2.92314376313663,1.34559262392011e-05,1.73130088952642e-05,-0.000114505792070673
3,2.93215632975781,1.34151978489286e-05,3.29743243709238e-05,0.000652301520930968
3,2.94116889637899,1.28615596488384e-05,2.90708307242389e-05,-0.000402417645989555
3,2.95018146300017,1.28911922516581e-05,2.57206926828852e-05,-0.000234592795139087
3,2.95919402962135,1.23979407361436e-05,2.48422643341592e-05,-0.00021660661185443
3,2.96820659624254,1.24434071269927e-05,2.18163296430308e-05,-0.000338898904671385
3,2.97721916286372,1.20046984874685e-05,1.87335664217642e-05,-0.000463966581564928
3,2.9862317294849,1.21057320961358e-05,1.34532701903207e-05,-3.68419223208127e-05
3,2.99524429610608,1.17622014997425e-05,1.80694858630269e-05,-0.000223102744672152
3,3.00425686272726,1.17800272058338e-05,9.43181349086889e-06,0.000111933396107455
3,3.01326942934844,1.15921918048525e-05,2.00871002421336e-05,1.24342788450816e-06
3,3.02228199596962,1.14179545475167e-05,9.45422644416441e-06,-0.000243459053940922
3,3.03129456259081,1.14217781134929e-05,1.56987183557872e-05,0.00179044490599292
3,3.04030712921199,1.11349830574192e-05,4.1727234437809e-05,0.000518494259177631
3,3.04931969583317,1.06696391529162e-05,2.50446464628627e-05,-0.00143170269113234
3,3.05833226245435,1.06835499679183e-05,1.59206026667033e-05,-0.000115392709918301
3,3.06734482907553,1.03826681685502e-05,2.29646774913883e-05,0.000950827998392811
3,3.07635739569671,1.02696085962682e-05,3.30594040283002e-05,0.000184355270115631
3,3.0853699623179,9.78676800602674e-06,2.62877057991557e-05,-0.00171831976758464
3,3.09438252893908,9.79576919660219e-06,2.0864612645884e-06,-9.1754316330093e-05
3,3.10339509556026,9.74915926372751e-06,2.46338220217442e-05,0.00149548403037401
3,3.11240766218144,9.35174127239167e-06,2.90427601739015e-05,-0.000155628929823348
3,3.12142022880262,9.22565964186703e-06,2.18285898253124e-05,-3.43023591044545e-05
3,3.1304327954238,8.95827803229759e-06,2.84244555805164e-05,-0.000141361306810953
3,3.13944536204498,8.71330504268668e-06,1.92805334347309e-05,-9.62797030399828e-05
3,3.14845792866617,8.6107438481526e-06,2.66890011046849e-05,0.000829119529672311
3,3.15747049528735,8.23223224166898e-06,3.42255234309252e-05,-0.00101632186992982
3,3.16648306190853,7.99382422802066e-06,8.36966398207541e-06,-0.00171098699965939
3,3.17549562852971,8.08136793319829e-06,3.38475478611898e-06,3.55328574824369e-05
3,3.18450819515089,7.93281357200815e-06,9.01014847267812e-06,0.00102155788426674
3,3.19352076177207,7.91895880644482e-06,2.17984717648102e-05,0.00130785772251345
3,3.20253332839326,7.5398932139674e-06,3.25844581830458e-05,0.000506104775411764
3,3.21154589501444,7.33161960606498e-06,3.09210777762072e-05,-0.000269688975524503
3,3.22055846163562,6.98253666705389e-06,2.77232784652211e-05,-0.00134040047503517
3,3.2295710282568,6.83190381781432e-06,6.76018061557562e-06,-0.00125200925057065
3,3.23858359487798,6.86068351071572e-06,5.1556449030178e-06,0.0011477034947399
3,3.24759616149916,6.73897263148713e-06,2.74476890309846e-05,0.002114299476087
3,3.25660872812034,6.36593525873736e-06,4.3266174673738e-05,0.000558564061626943
3,3.26562129474153,5.95909406810534e-06,3.75158806662097e-05,-0.000894839313177232
3,3.27463386136271,5.68970651102407e-06,2.71365768232073e-05,-0.000506285277135591
3,3.28364642798389,5.46995365512549e-06,2.83900210871955e-05,-0.00105538308612332
3,3.29265899460507,5.17797259817396e-06,8.11315607410141e-06,-0.00118762050365414
