"file_path","line_number","loader_type","code","run_dependency","reason"
"C:\Dev\matlab-functions\Aging\analysis\aging_tri_cross_temperature_test.m","235","readtable","tTbl = readtable(fullfile(runDir, 'tables', 'T_axis.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\analysis\aging_tri_scaling_test.m","210","readtable","mapTbl = readtable(fullfile(runDir, 'tables', 'DeltaM_map.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\analysis\aging_tri_scaling_test.m","209","readtable","twTbl = readtable(fullfile(runDir, 'tables', 'tw_axis.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\analysis\aging_tri_scaling_test.m","208","readtable","tTbl = readtable(fullfile(runDir, 'tables', 'T_axis.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\diagnostics\tri_collapse_diagnostics.m","130","readtable","mapTbl = readtable(fullfile(runDir, 'tables', 'DeltaM_map.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\diagnostics\tri_collapse_diagnostics.m","131","readtable","svdTbl = readtable(fullfile(runDir, 'tables', 'svd_singular_values.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\diagnostics\tri_collapse_diagnostics.m","128","readtable","tTbl = readtable(fullfile(runDir, 'tables', 'T_axis.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\diagnostics\tri_collapse_diagnostics.m","129","readtable","twTbl = readtable(fullfile(runDir, 'tables', 'tw_axis.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Aging\pipeline\runPhaseC_leaveOneOut.m","12","load","S = load(baselineMatPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\activation_coordinate_test.m","133","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\activation_coordinate_test.m","125","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_fm_switching_sector_link.m","159","readtable","switching.canonical = standardizeVariableNames(makeNumericColumns(readtable(fullfile(source.switchRunDir, 'observable_matrix.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ',')));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_fm_switching_sector_link.m","160","readtable","switching.motion = standardizeVariableNames(makeNumericColumns(readtable(fullfile(source.switchMotionRunDir, 'tables', 'relaxation_switching_motion_table.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ',')));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_fm_switching_sector_link.m","161","readtable","switching.fullScaling = standardizeVariableNames(makeNumericColumns(readtable(fullfile(source.switchFullScalingRunDir, 'tables', 'switching_full_scaling_parameters.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ',')));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_fm_switching_sector_link.m","148","readtable","aging.dataset = standardizeVariableNames(readtable(fullfile(source.agingDatasetRunDir, 'tables', 'aging_observable_dataset.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ','));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_fm_switching_sector_link.m","149","readtable","aging.fmTau = standardizeVariableNames(makeNumericColumns(readtable(fullfile(source.fmTauRunDir, 'tables', 'tau_FM_vs_Tp.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ',')));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_fm_switching_sector_link.m","150","readtable","aging.dipTau = standardizeVariableNames(makeNumericColumns(readtable(fullfile(source.dipTauRunDir, 'tables', 'tau_vs_Tp.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ',')));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_timescale_bridge.m","187","readtable","dipTbl = readtable(fullfile(source.dipTauRunDir, 'tables', 'tau_vs_Tp.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_timescale_bridge.m","188","readtable","fmTbl = readtable(fullfile(source.fmTauRunDir, 'tables', 'tau_FM_vs_Tp.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_timescale_bridge.m","185","readtable","relaxTbl = readtable(fullfile(source.relaxRunDir, 'tables', 'temperature_observables.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\aging_timescale_bridge.m","186","readtable","compTbl = readtable(fullfile(source.switchCompositeRunDir, 'tables', 'composite_observables_table.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ax_functional_relation_analysis.m","164","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_geometry_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ax_functional_relation_analysis.m","156","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","162","readtable","coordTbl = readtable(fullfile(source.coordinateRunDir, 'tables', 'coordinates_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","152","readtable","obsTbl = readtable(fullfile(source.stabilityRunDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","172","readtable","axisTbl = readtable(fullfile(barrierRunDir, 'tables', 'barrier_energy_axis.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","174","readtable","scanTbl = readtable(fullfile(barrierRunDir, 'tables', 'barrier_distribution_tau0_scan.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","173","readtable","refTbl = readtable(fullfile(barrierRunDir, 'tables', 'effective_barrier_distribution.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","126","readtable","collapseTbl = readtable(fullfile(source.timeModeRunDir, 'tables', 'collapse_metrics.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","120","readtable","svdTbl = readtable(fullfile(source.svdRunDir, 'tables', 'reconstruction_error_summary.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","127","readtable","barrierScaleTbl = readtable(fullfile(source.timeModeRunDir, 'tables', 'barrier_scaling_metrics.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","141","readtable","fitResults = readtable(fullfile(source.timelawRunDir, 'tables', 'time_fit_results.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_landscape_interpretation_review.m","128","readtable","fitTbl = readtable(fullfile(source.timeModeRunDir, 'tables', 'time_mode_fits.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_observable_test.m","155","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\barrier_observable_test.m","135","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\common_dynamical_subspace_analysis.m","53","readtable","switchTbl = readtable(fullfile(source.switchRunDir,'observable_matrix.csv'),'VariableNamingRule','preserve'); motionTbl = readtable(fullfile(source.switchMotionRunDir,'tables','relaxation_switching_motion_table.csv'),'VariableNamingRule','preserve'); motionMask = logical(motionTbl.comparison_mask(:));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\common_dynamical_subspace_analysis.m","48","readtable","agingMatrix = readtable(fullfile(source.agingRunDir,'tables','observable_matrix.csv'),'VariableNamingRule','preserve'); agingCoeff = readtable(fullfile(source.agingRunDir,'tables','svd_mode_coefficients.csv'),'VariableNamingRule','preserve'); agingAudit = readtable(fullfile(source.agingAuditRunDir,'tables','aging_observable_recommendation_table.csv'),'VariableNamingRule','preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\common_dynamical_subspace_analysis.m","47","readtable","relaxTbl = readtable(fullfile(source.relaxRunDir,'tables','temperature_observables.csv'),'VariableNamingRule','preserve'); relaxMeta = readtable(fullfile(source.relaxRunDir,'tables','observables_relaxation.csv'),'VariableNamingRule','preserve'); data.relax.T = relaxTbl.T(:); data.relax.A_T = relaxTbl.A_T(:); data.relax.peakT = relaxMeta.Relax_T_peak(1);","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\cross_experiment_observables.m","16","load_observables","allObs = load_observables(resultsRoot);","YES","direct_loader"
"C:\Dev\matlab-functions\analysis\finalize_relaxation_aging_run.m","13","readtable","manifest = readtable(fullfile(runDir, 'tables', 'source_run_manifest.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\finalize_relaxation_aging_run.m","14","readtable","alignment = readtable(fullfile(runDir, 'tables', 'relaxation_aging_observable_alignment.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\finalize_relaxation_aging_run.m","11","readtable","metrics = readtable(fullfile(runDir, 'tables', 'normalized_overlay_metrics.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\finalize_relaxation_aging_run.m","12","readtable","windows = readtable(fullfile(runDir, 'tables', 'peak_window_summary.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\get_canonical_X.m","12","readtable","tbl = readtable(obsPath, 'VariableNamingRule', 'preserve', 'TextType', 'string');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\knowledge\load_run_evidence.m","27","readtable","regTable = readtable(registryPath, 'Delimiter', ',', 'TextType', 'string');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\motion_activity_comparison.m","152","readtable","tbl = readtable(fullfile(runDir, 'tables', 'composite_observables_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\motion_activity_comparison.m","140","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\motion_activity_comparison.m","132","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\query\list_all_runs.m","15","readtable","T = readtable(registryPath, 'Delimiter', ',', 'TextType', 'string');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\query\query_system.m","35","readtable","regTable = readtable(registryPath, 'Delimiter', ',', 'TextType', 'string');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\relaxation_aging_canonical_comparison.m","151","readtable","coeffTbl = readtable(fullfile(source.agingObservableRunDir, 'tables', 'svd_mode_coefficients.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_aging_canonical_comparison.m","152","readtable","auditTbl = readtable(fullfile(source.agingAuditRunDir, 'tables', 'aging_observable_recommendation_table.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_aging_canonical_comparison.m","150","readtable","matrixTbl = readtable(fullfile(source.agingObservableRunDir, 'tables', 'observable_matrix.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_aging_canonical_comparison.m","136","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_aging_canonical_comparison.m","137","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'), 'VariableNamingRule', 'preserve');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","140","readtable","tbl = readtable(fullfile(runDir, 'tables', 'composite_observables_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","132","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","121","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_knee_comparison.m","229","readtable","obsWide = readtable(fullfile(switchRunDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_knee_comparison.m","230","readtable","obsLong = readtable(fullfile(switchRunDir, 'observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_knee_comparison.m","228","load","core = load(fullfile(switchRunDir, 'switching_alignment_core_data.mat'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_knee_comparison.m","200","readtable","obsTbl = readtable(fullfile(relaxRunDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_knee_comparison.m","201","readtable","tempTbl = readtable(fullfile(relaxRunDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_motion_test.m","195","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_motion_test.m","196","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_motion_test.m","207","readtable","tbl = readtable(fullfile(runDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_switching_motion_test.m","162","readtable","tempTbl = readtable(tempPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\relaxation_switching_motion_test.m","163","readtable","obsTbl = readtable(obsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\relaxation_switching_motion_test.m","181","readtable","matrixTbl = readtable(matrixPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","214","readtable","legacyStability = readtable(fullfile(sources.relax.legacySurveyRunDir, 'tables', 'fit_observable_stability_by_temp.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","213","readtable","betaModelComp = readtable(fullfile(sources.relax.betaAuditRunDir, 'tables', 'global_vs_local_beta_model_comparison.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","212","readtable","betaStability = sortrows(readtable(fullfile(sources.relax.betaAuditRunDir, 'tables', 'beta_T_stability_summary.csv')), 'T');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","356","readtable","obsTbl = readtable(fallbackPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","297","readtable","shapeTbl = readtable(shapePath, opts);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","215","readtable","legacyRaw = readtable(fullfile(sources.relax.legacySurveyRunDir, 'tables', 'fit_observables_raw.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","208","readtable","timelaw = readtable(fullfile(sources.relax.timelawRunDir, 'tables', 'time_fit_results.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","207","readtable","obs = readtable(fullfile(sources.relax.stabilityRunDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","206","readtable","tempObs = sortrows(readtable(fullfile(sources.relax.stabilityRunDir, 'tables', 'temperature_observables.csv')), 'T');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","211","readtable","barrierMetrics = readtable(fullfile(sources.relax.timeModeRunDir, 'tables', 'barrier_scaling_metrics.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","210","readtable","collapseMetrics = readtable(fullfile(sources.relax.timeModeRunDir, 'tables', 'collapse_metrics.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","209","readtable","timeModeFits = readtable(fullfile(sources.relax.timeModeRunDir, 'tables', 'time_mode_fits.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\relaxation_temperature_scaling_test.m","40","readtable","tbl = readtable(csvPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","73","readtable","obs = readtable(fullfile(runDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","74","load","core = load(fullfile(runDir, 'switching_alignment_core_data.mat'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","59","readtable","obs = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","60","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","397","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","396","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","384","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","126","readtable","obsTbl = readtable(fullfile(switchRunDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","127","readtable","obsLong = readtable(fullfile(switchRunDir, 'observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","102","readtable","obsTbl = readtable(fullfile(relaxRunDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","103","readtable","tempTbl = readtable(fullfile(relaxRunDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\run_alpha_decomposition_agent21a.m","246","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alpha_from_pt_agent20b.m","263","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alpha_from_pt_agent20b.m","33","readtable","sumTbl = readtable(ptSummaryPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alpha_structure_agent19f.m","62","load","core = load(alignPath, 'Smap', 'temps', 'currents');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alpha_structure_agent19f.m","59","readtable","paramsTbl = readtable(paramsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alpha_with_kappa1_agent21c.m","260","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alpha_with_kappa1_agent21c.m","28","readtable","sumTbl = readtable(ptSummaryPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","58","readtable","pt = readtable(ptSumPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","52","readtable","kap = readtable(kappaPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","51","readtable","bd = readtable(barrierPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","59","load","core = load(alignPath, 'Smap', 'temps', 'currents');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","56","readtable","paramsTbl = readtable(paramsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_effective_collective_state_test.m","23","readtable","tbl = readtable(dataPath, 'TextType', 'string');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","15","readtable","Tphi = readtable(phiFile);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","50","readtable","K = readtable(kappaPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","19","readtable","src = readtable(srcPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_local_shift_agent19g.m","180","load","core = load(alignPath, 'Smap', 'temps', 'currents');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","65","load","core = load(alignPath, 'Smap', 'temps', 'currents');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","62","readtable","paramsTbl = readtable(paramsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","45","readtable","scaleTbl = readtable(scalingPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","35","readtable","pt = readtable(ptSumPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","29","readtable","kap = readtable(kappaPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","28","readtable","bd = readtable(barrierPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","131","readtable","obsLong = readtable(fullfile(switchRunDir, 'observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","132","load","core = load(fullfile(switchRunDir, 'switching_alignment_core_data.mat'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","130","readtable","obsWide = readtable(fullfile(switchRunDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","106","readtable","obsTbl = readtable(fullfile(relaxRunDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","107","readtable","tempTbl = readtable(fullfile(relaxRunDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","86","readtable","tbl = readtable(fullfile(runDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","75","readtable","obs = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
