"file_path","layer","notes"
"tables/switching_aging_utils_audit.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_aging_utils_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_canonical_final.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_canonical_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_canonicalization_final_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_classification_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_conflict_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_conflicts.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_deduplicated.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_duplicates.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_full_classification.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_gaps.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_inventory.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_inventory_grouped.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_progress_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_progress_survey.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_repair_difficulty.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_repair_summary.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_system_map.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_analysis_system_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_canonical_analysis_clean.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_canonical_analysis_clean_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_canonical_analysis_map.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_canonical_boundary_and_runs.csv","UNKNOWN","Multi-run inventory; canonical DATA scope is only results/switching/runs/run_2026_04_03_000147_switching_canonical/ per docs/switching_layer_boundary.md."
"tables/switching_canonical_component_classification.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_connectivity.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_canonical_connectivity_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_canonical_core_vs_substrate.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_definition_audit.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_definition_extraction.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_dependencies.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_duplicates.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_entrypoint.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_entrypoint_candidates.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_entrypoint_status.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_equivalence.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_identity.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_policy.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_risk_flags.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_robustness_contract.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_canonical_run_closure.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_run_closure_status.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_canonical_unknowns_resolution.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_collapse_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_collapse_verification.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_core_analysis_coverage.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_entrypoint_lock_status.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_infrastructure_final_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_invalid_runs.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_layer1_robustness_evidence.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_layer1_robustness_reconciliation.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_layer1_robustness_reconciliation_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_layer1_robustness_status.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_layer1_robustness_verdicts.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_noncanonical_scripts.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_parameter_robustness_update_audit.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_replay_plan.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_replay_reconciliation.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_robustness_definition_recovery.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_robustness_execution_trace.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_robustness_rerun_readiness.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_robustness_root_validation.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_robustness_unblock_plan.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_run_trust_classification.csv","CANONICAL_RUN","Registry/definition/governance for canonical Switching execution; not a substitute for run-dir artifacts."
"tables/switching_scaling_canonical_test.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/switching_scaling_metrics_summary.csv","ROOT_ARTIFACT","Repo-root tables/ index or audit output; not under the canonical run directory."
"tables/system_calibration_fix_changes.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_calibration_fix_failure_contract.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_calibration_fix_parallel_safety.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_calibration_fix_recheck.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_calibration_fix_status.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_nonblocking_boundary_audit.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_nonblocking_calibration_status.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_nonblocking_failure_taxonomy.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_nonblocking_injection_results.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_nonblocking_parallel_safety.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/system_nonblocking_token_efficiency.csv","ROOT_ARTIFACT","Infrastructure audit artifact; not Switching canonical run data."
"tables/ver12_canonical_audit.csv","LEGACY_REFERENCE","Legacy backend or phase-1 migration artifact; reference only for Switching."
"tables/ver12_overlay_dependency_after.csv","LEGACY_REFERENCE","Legacy backend or phase-1 migration artifact; reference only for Switching."
"tables/ver12_overlay_dependency_before.csv","LEGACY_REFERENCE","Legacy backend or phase-1 migration artifact; reference only for Switching."
"tables/ver12_results_usage_trace.csv","LEGACY_REFERENCE","Legacy backend or phase-1 migration artifact; reference only for Switching."
"tables/ver12_step21a_status.csv","LEGACY_REFERENCE","Legacy backend or phase-1 migration artifact; reference only for Switching."
"tables/wrapper_fix_audit.csv","ROOT_ARTIFACT","Wrapper/agent log artifact; not Switching canonical run data."
"tables/wrapper_soft_gate_status.csv","ROOT_ARTIFACT","Wrapper/agent log artifact; not Switching canonical run data."
"reports/active_dependency_audit.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/adversarial_observable_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/aging_kappa1_kappa2_collapse.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/aging_system_audit.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_decomposition_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_from_PT_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_physical_validity.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_res_cross_experiment_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_res_origin_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_res_physics_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_res_smoothed_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_res_state_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_res_trajectory_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_res_transition_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_structure_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/alpha_with_kappa1_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/auto_fix_audit.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/bridge_refinement_v1.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/canonical_candidate_discovery.md","LEGACY_REFERENCE","Legacy or migration-era Switching documentation."
"reports/canonical_candidates.md","LEGACY_REFERENCE","Legacy or migration-era Switching documentation."
"reports/canonical_migration_strategy_audit.md","LEGACY_REFERENCE","Legacy or migration-era Switching documentation."
"reports/canonical_reconstruction.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/claims_evidence_draft.json","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/cleanup_breakpoint_analysis.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/cleanup_kappa1_projection_attempt.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/cleanup_kappa1_projection_attempt.md.PARTIAL_DO_NOT_USE","LEGACY_REFERENCE","Legacy migration or superseded draft; not authoritative."
"reports/closure_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/coeff_physics_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/collapse_definition_trace.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/collective_state_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/deformation_closure_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/dimensionless_constrained_basin_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/estimator_design_proposal.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/estimator_design_proposal.md.PARTIAL_DO_NOT_USE","LEGACY_REFERENCE","Legacy migration or superseded draft; not authoritative."
"reports/estimator_design_proposal_local_20260329_222628.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/estimator_design_proposal_local_20260329_222628.md.PARTIAL_DO_NOT_USE","LEGACY_REFERENCE","Legacy migration or superseded draft; not authoritative."
"reports/execution_entry_fix_audit.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/execution_reliability_audit.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/execution_rules_update.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/execution_signaling_audit.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/experimental_observable_replacement_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/file_mutation_investigation.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/final_variable_observable_mapping_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/full_prediction_with_trajectory.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_scan_analysis.ps1","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_scan_coarse_extended.csv","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_scan_diagnostics.csv","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_scan_refined_extended.csv","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_scan_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_test_analysis.m","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_test_metrics.csv","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/functional_form_test_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/global_physics_stability_summary.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/global_physics_stability_summary.md.PARTIAL_DO_NOT_USE","LEGACY_REFERENCE","Legacy migration or superseded draft; not authoritative."
"reports/infrastructure_broad_audit.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/infrastructure_micro_polish.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/infrastructure_patch.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/invalid_runs_triage.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/kappa1_control_analysis.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa1_from_PT_aligned_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa1_from_PT_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa1_projection_test.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa1_projection_test.md.PARTIAL_DO_NOT_USE","LEGACY_REFERENCE","Legacy migration or superseded draft; not authoritative."
"reports/kappa1_pt_control_analysis.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa1_simplification_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa1_speak_equivalence_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa1_speak_ratio_test.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa2_kww_shape_test.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa2_kww_shape_test.md.PARTIAL_DO_NOT_USE","LEGACY_REFERENCE","Legacy migration or superseded draft; not authoritative."
"reports/kappa2_opening_test.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa2_operational_signature.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa2_phenomenological_audit.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa2_physical_necessity.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/kappa2_state_geometry_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/legacy_canonical_audit.md","LEGACY_REFERENCE","Legacy or migration-era Switching documentation."
"reports/local_shift_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/map_affine_closure_summary.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/map_monotonicity_summary.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/map_rmse_closure_summary.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/master_system_audit.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/matlab_batch_execution_probe.md","ROOT_ARTIFACT","Infrastructure/execution audit; non-Switching-primary or cross-cutting."
"reports/matlab_execution_debug.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/matlab_execution_fix.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/matlab_runnable_guardrail.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/matlab_wrapper_hardening_2026_03_27.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/matlab_wrapper_hardening_patch2.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/mode_coupling_agent_e.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/mode_coupling_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/nonlinear_response_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/o2_pipeline_debug.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/observable_dictionary_consistency_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/observable_mapping_audit.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/observable_search_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/out_of_plan_kappa1_pt_containment.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/parameter_robustness_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/parameter_robustness_stage1_canonical_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/parameter_robustness_stage1b_width_kappa_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/pareto_x_defense_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/partial_enforcement.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/phase1_artifact_fix.md","ROOT_ARTIFACT","Phase-1 artifact audit; not canonical run data."
"reports/phase1_completion.md","ROOT_ARTIFACT","Phase-1 artifact audit; not canonical run data."
"reports/phase1_execution_audit.md","ROOT_ARTIFACT","Phase-1 artifact audit; not canonical run data."
"reports/phi_kappa_canonical_verdict.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_audit.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_curvature_generator_test.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_enforcement.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_from_pt_shape_test.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_map_observable_search.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_observable_failure_analysis.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_phi2_observable_closure.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_phi2_observable_closure_fixed.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi1_physical_synthesis.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi2_analysis_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi2_deformation_structure.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi2_extended_deformation_basis.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi2_physics_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi2_reconciliation_canonical_summary.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi2_reconciliation_report.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/phi2_second_order_deformation_test.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/processing_impact_summary.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/PT_kappa_relaxation_mapping.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/PT_to_relaxation_mapping.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/R_state_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/R_trajectory_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/R_variable_audit.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/rank2_report.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/reconstruction_v1.md","ROOT_ARTIFACT","Repo-root report; outside canonical Switching run directory."
"reports/relaxation_canonical_definition.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_canonical_implementation_check.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_dataset_validation.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_deep_search.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_extraction.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_full_dataset.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_measurement_canonical_self_audit.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_measurement_canonical_self_audit_v2.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
"reports/relaxation_measurement_focused_t0_norm_window.md","ROOT_ARTIFACT","Non-Switching-primary subject matter in reports/; reference only for Switching boundary work."
