x_aligned,Phi1_corrected_old
0.272437268369214,-0.149846380134297
0.291840771323291,-0.167582630003079
0.311244274277367,-0.185483969794427
0.330647777231444,-0.203385309585776
0.35005128018552,-0.221286649377124
0.369454783139597,-0.239187989168473
0.388858286093673,-0.256988288911522
0.40826178904775,-0.27450964295642
0.427665292001826,-0.291887667873956
0.447068794955902,-0.309265692791491
0.466472297909979,NaN
0.485875800864056,NaN
0.505279303818132,NaN
0.524682806772209,NaN
0.544086309726285,NaN
0.563489812680362,NaN
0.582893315634438,NaN
0.602296818588514,NaN
0.621700321542591,NaN
0.641103824496667,NaN
0.660507327450744,NaN
0.67991083040482,NaN
0.699314333358897,NaN
0.718717836312973,NaN
0.73812133926705,NaN
0.757524842221126,NaN
0.776928345175203,NaN
0.796331848129279,NaN
0.815735351083356,NaN
0.835138854037432,NaN
0.854542356991508,NaN
0.873945859945585,NaN
0.893349362899661,NaN
0.912752865853738,NaN
0.932156368807814,NaN
0.951559871761891,NaN
0.970963374715967,NaN
0.990366877670044,NaN
1.00977038062412,NaN
1.0291738835782,NaN
1.04857738653227,NaN
1.06798088948635,NaN
1.08738439244043,NaN
1.1067878953945,NaN
1.12619139834858,NaN
1.14559490130266,NaN
1.16499840425673,NaN
1.18440190721081,NaN
1.20380541016488,NaN
1.22320891311896,NaN
1.24261241607304,NaN
1.26201591902711,NaN
1.28141942198119,NaN
1.30082292493527,NaN
1.32022642788934,NaN
1.33962993084342,NaN
1.3590334337975,NaN
1.37843693675157,NaN
1.39784043970565,NaN
1.41724394265973,NaN
1.4366474456138,NaN
1.45605094856788,NaN
1.47545445152196,NaN
1.49485795447603,NaN
1.51426145743011,NaN
1.53366496038418,NaN
1.55306846333826,NaN
1.57247196629234,NaN
1.59187546924641,NaN
1.61127897220049,NaN
1.63068247515457,NaN
1.65008597810864,NaN
1.66948948106272,NaN
1.6888929840168,NaN
1.70829648697087,NaN
1.72769998992495,NaN
1.74710349287903,NaN
1.7665069958331,NaN
1.78591049878718,NaN
1.80531400174126,NaN
1.82471750469533,NaN
1.84412100764941,NaN
1.86352451060348,NaN
1.88292801355756,NaN
1.90233151651164,NaN
1.92173501946571,NaN
1.94113852241979,NaN
1.96054202537387,NaN
1.97994552832794,NaN
1.99934903128202,NaN
2.0187525342361,NaN
2.03815603719017,NaN
2.05755954014425,NaN
2.07696304309833,NaN
2.0963665460524,NaN
2.11577004900648,NaN
2.13517355196056,NaN
2.15457705491463,NaN
2.17398055786871,NaN
2.19338406082278,NaN
2.21278756377686,NaN
2.23219106673094,NaN
2.25159456968501,NaN
2.27099807263909,NaN
2.29040157559317,NaN
2.30980507854724,NaN
2.32920858150132,NaN
2.3486120844554,NaN
2.36801558740947,NaN
2.38741909036355,NaN
2.40682259331763,NaN
2.4262260962717,NaN
2.44562959922578,NaN
2.46503310217986,NaN
2.48443660513393,NaN
2.50384010808801,NaN
2.52324361104209,NaN
2.54264711399616,NaN
2.56205061695024,NaN
2.58145411990431,NaN
2.60085762285839,NaN
2.62026112581247,NaN
2.63966462876654,NaN
2.65906813172062,NaN
2.6784716346747,NaN
2.69787513762877,NaN
2.71727864058285,NaN
2.73668214353693,NaN
2.756085646491,NaN
2.77548914944508,NaN
2.79489265239916,NaN
2.81429615535323,NaN
2.83369965830731,NaN
2.85310316126138,NaN
2.87250666421546,NaN
