"combo_id","I0_candidate","W_candidate","S0_candidate","is_baseline","primary_metric_mean_std","low_primary_metric_mean_std","high_primary_metric_mean_std","T22_specific_defect","leave22k_out_delta","primary_common_x_min","primary_common_x_max","primary_valid_curves","low_primary_valid_curves","high_primary_valid_curves","diag_32_34_metric_mean_std","I0_roughness_mean_abs_step","W_roughness_mean_abs_step","S0_roughness_mean_abs_step","delta_low_vs_baseline","delta_high_vs_baseline","high_improvement_with_low_cost"
"G028","I_peak_old","W_area_10_90","S_top3_mean","NO","0.117617042059586","0.078306067458936","0.159814236731222","0.192856833634035","-0.00893425109403921","-0.333333333333333","0.6","14","8","6","2.55346927946407","2.33333333333333","2","0.0192571574274541","-0.0523074229279529","0.0447035389142803","NO"
"G029","I_peak_old","W_area_10_90","S_percentile_95","NO","14.5456287184088","8.86395492127389","2.90310222207519","15.9304502919267","-0.138747221015519","-0.333333333333333","0.6","14","8","6","9.88986089217008","2.33333333333333","2","0.00336714855535564","8.733341430887","2.78799152425824","NO"
"G030","I_peak_old","W_area_10_90","S_area_positive","NO","0.0344750552671244","0.0209569148601907","0.0460494405890275","0.0511807514859015","-0.00186753537761509","-0.333333333333333","0.6","14","8","6","0.518076704126367","2.33333333333333","2","0.0753710901836272","-0.109656575526698","-0.0690612572279146","YES"
"G031","I_peak_old","W_area_10_90","S_area_core","NO","0.0888881444178936","0.0570727659907548","0.105046043976211","0.104816310696822","-0.00065134499918347","-0.333333333333333","0.6","14","8","6","NaN","1.78571428571429","2.14285714285714","0.0635155141189884","-0.0735407243961341","-0.0100646538407307","YES"
"G032","I_peak_old","W_area_10_90","S_smoothed_peak_across_T","NO","0.0941425819088024","0.0538816528777843","0.13257543463401","0.140404622134752","-0.00689916243331175","-0.333333333333333","0.6","14","8","6","0.294067494834304","2.33333333333333","2","0.0206974711571122","-0.0767318375091046","0.017464736817068","NO"
"G033","I_peak_old","W_half_left_right_sum","S_peak_old","NO","0.131083282608401","0.130613490386889","0.115110697816942","0.151504177039419","-0.00312498267054814","-1.08548729382516","0.814115470368867","14","8","6","NaN","1.78571428571429","1.62110158957085","0.0281667962705674","0","0","NO"
"G034","I_peak_old","W_half_left_right_sum","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G035","I_peak_old","W_half_left_right_sum","S_top2_mean","NO","0.185718765742469","0.179847884545463","0.166115482198153","0.182603124890435","-0.000752865951243881","-1.08548729382516","0.814115470368867","14","8","6","NaN","1.78571428571429","1.62110158957085","0.0221758064365963","0.0492343941585744","0.0510047843812111","NO"
"G036","I_peak_old","W_half_left_right_sum","S_top3_mean","NO","0.231890850048409","0.241325140883953","0.191905613723478","0.207810091528419","0.00149043098555618","-1.08548729382516","0.814115470368867","14","8","6","NaN","1.78571428571429","1.62110158957085","0.0206326686722723","0.110711650497064","0.0767949159065357","NO"
"G037","I_peak_old","W_half_left_right_sum","S_percentile_95","NO","12.6315241264923","10.4073053443754","3.02482680209343","14.7004447002768","-0.167064410093223","-1.08548729382516","0.814115470368867","14","8","6","NaN","1.78571428571429","1.62110158957085","0.00360765916645248","10.2766918539885","2.90971610427649","NO"
"G038","I_peak_old","W_half_left_right_sum","S_area_positive","NO","0.0654723617150496","0.0637399219885966","0.0555497300047689","0.0549736444582289","0.000750317496606409","-1.08548729382516","0.814115470368867","14","8","6","NaN","1.78571428571429","1.62110158957085","0.0807547394824577","-0.0668735683982923","-0.0595609678121732","YES"
"G039","I_peak_old","W_half_left_right_sum","S_area_core","NO","0.158260688685582","0.131426969043083","0.156798812523809","0.123641385375447","0.00241709407373078","-1.08548729382516","0.814115470368867","14","8","6","NaN","1.78571428571429","1.62110158957085","0.0635155141189884","0.000813478656194216","0.0416881147068664","NO"
"G040","I_peak_old","W_half_left_right_sum","S_smoothed_peak_across_T","NO","0.137871004317985","0.130363789772021","0.122663608921502","0.148549022607671","-0.00262185410094365","-1.08548729382516","0.814115470368867","14","8","6","NaN","1.78571428571429","1.62110158957085","0.0221758619540487","-0.000249700614868176","0.00755291110455952","NO"
"G041","I_peak_old","W_smoothed_across_T","S_peak_old","NO","0.114289908977357","0.109295550929109","0.106998265387945","0.151452909554782","-0.00587297049232852","-1.01652129467796","0.819074705915204","14","8","6","0.777893417531345","2.33333333333333","1.32950980725086","0.0262890098525296","-0.0213179394577801","-0.00811243242899698","YES"
"G042","I_peak_old","W_smoothed_across_T","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G043","I_peak_old","W_smoothed_across_T","S_top2_mean","NO","0.161707399980389","0.155764301682936","0.142677083098729","0.167291353315035","-0.00172203831224699","-1.01652129467796","0.819074705915204","14","8","6","1.08435979768151","2.33333333333333","1.32950980725086","0.0206974193408232","0.0251508112960467","0.0275663852817864","NO"
"G044","I_peak_old","W_smoothed_across_T","S_top3_mean","NO","0.205698732075183","0.215744297441587","0.165409785638029","0.190735995044852","0.000444823205415473","-1.01652129467796","0.819074705915204","14","8","6","2.57715130931515","2.33333333333333","1.32950980725086","0.0192571574274541","0.0851308070546986","0.050299087821087","NO"
"G045","I_peak_old","W_smoothed_across_T","S_percentile_95","NO","12.259343128306","9.30498561747829","2.96451535101626","14.7702266096105","-0.208554576985858","-1.01652129467796","0.819074705915204","14","8","6","10.4284879897063","2.33333333333333","1.32950980725086","0.00336714855535564","9.1743721270914","2.84940465319932","NO"
"G046","I_peak_old","W_smoothed_across_T","S_area_positive","NO","0.058590028786625","0.0570069949461845","0.0479892350709643","0.0505418678515478","0.000462623589341613","-1.01652129467796","0.819074705915204","14","8","6","0.526068611131592","2.33333333333333","1.32950980725086","0.0753710901836272","-0.0736064954407043","-0.0671214627459778","YES"
"G047","I_peak_old","W_smoothed_across_T","S_area_core","NO","0.146787692237846","0.119948793099432","0.142582697380376","0.113777798355283","0.0023517085542519","-1.01652129467796","0.819074705915204","14","8","6","NaN","1.78571428571429","1.39165033267898","0.0635155141189884","-0.0106646972874567","0.0274719995634336","NO"
"G048","I_peak_old","W_smoothed_across_T","S_smoothed_peak_across_T","NO","0.118118779397657","0.106624459523452","0.107257790396896","0.136981250437639","-0.00372435222892482","-1.01652129467796","0.819074705915204","14","8","6","0.30914499428288","2.33333333333333","1.32950980725086","0.0206974711571122","-0.0239890308634364","-0.00785290742004609","YES"
"G049","I_quadratic_peak","W_FWHM_crossing","S_peak_old","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G050","I_quadratic_peak","W_FWHM_crossing","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G051","I_quadratic_peak","W_FWHM_crossing","S_top2_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G052","I_quadratic_peak","W_FWHM_crossing","S_top3_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G053","I_quadratic_peak","W_FWHM_crossing","S_percentile_95","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G054","I_quadratic_peak","W_FWHM_crossing","S_area_positive","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G055","I_quadratic_peak","W_FWHM_crossing","S_area_core","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G056","I_quadratic_peak","W_FWHM_crossing","S_smoothed_peak_across_T","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G057","I_quadratic_peak","W_sigma_positive","S_peak_old","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G058","I_quadratic_peak","W_sigma_positive","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G059","I_quadratic_peak","W_sigma_positive","S_top2_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G060","I_quadratic_peak","W_sigma_positive","S_top3_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G061","I_quadratic_peak","W_sigma_positive","S_percentile_95","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G062","I_quadratic_peak","W_sigma_positive","S_area_positive","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G063","I_quadratic_peak","W_sigma_positive","S_area_core","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G064","I_quadratic_peak","W_sigma_positive","S_smoothed_peak_across_T","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G065","I_quadratic_peak","W_area_20_80","S_peak_old","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G066","I_quadratic_peak","W_area_20_80","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G067","I_quadratic_peak","W_area_20_80","S_top2_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G068","I_quadratic_peak","W_area_20_80","S_top3_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G069","I_quadratic_peak","W_area_20_80","S_percentile_95","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G070","I_quadratic_peak","W_area_20_80","S_area_positive","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G071","I_quadratic_peak","W_area_20_80","S_area_core","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G072","I_quadratic_peak","W_area_20_80","S_smoothed_peak_across_T","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G073","I_quadratic_peak","W_area_10_90","S_peak_old","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G074","I_quadratic_peak","W_area_10_90","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G075","I_quadratic_peak","W_area_10_90","S_top2_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G076","I_quadratic_peak","W_area_10_90","S_top3_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G077","I_quadratic_peak","W_area_10_90","S_percentile_95","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G078","I_quadratic_peak","W_area_10_90","S_area_positive","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G079","I_quadratic_peak","W_area_10_90","S_area_core","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G080","I_quadratic_peak","W_area_10_90","S_smoothed_peak_across_T","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G081","I_quadratic_peak","W_half_left_right_sum","S_peak_old","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G082","I_quadratic_peak","W_half_left_right_sum","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G083","I_quadratic_peak","W_half_left_right_sum","S_top2_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G084","I_quadratic_peak","W_half_left_right_sum","S_top3_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G085","I_quadratic_peak","W_half_left_right_sum","S_percentile_95","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G086","I_quadratic_peak","W_half_left_right_sum","S_area_positive","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G087","I_quadratic_peak","W_half_left_right_sum","S_area_core","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G088","I_quadratic_peak","W_half_left_right_sum","S_smoothed_peak_across_T","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G089","I_quadratic_peak","W_smoothed_across_T","S_peak_old","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G090","I_quadratic_peak","W_smoothed_across_T","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G091","I_quadratic_peak","W_smoothed_across_T","S_top2_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G092","I_quadratic_peak","W_smoothed_across_T","S_top3_mean","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G093","I_quadratic_peak","W_smoothed_across_T","S_percentile_95","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G094","I_quadratic_peak","W_smoothed_across_T","S_area_positive","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G095","I_quadratic_peak","W_smoothed_across_T","S_area_core","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G096","I_quadratic_peak","W_smoothed_across_T","S_smoothed_peak_across_T","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G097","I_half_midpoint","W_FWHM_crossing","S_peak_old","NO","0.108667884426011","0.120597751554713","0.111817482715767","0.09658825621116","0.00040933641060778","-0.634888444106133","0.771371823456289","14","8","6","NaN","2.06306205646803","1.62110158957085","0.0281667962705674","-0.0100157388321756","-0.00329321510117482","YES"
"G098","I_half_midpoint","W_FWHM_crossing","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G099","I_half_midpoint","W_FWHM_crossing","S_top2_mean","NO","0.135623310293012","0.145638951052533","0.162044690504765","0.053987635582113","0.00366446669638784","-0.634888444106133","0.771371823456289","14","8","6","NaN","2.06306205646803","1.62110158957085","0.0221758064365963","0.0150254606656441","0.0469339926878226","NO"
"G100","I_half_midpoint","W_FWHM_crossing","S_top3_mean","NO","0.159127470047063","0.177518414419982","0.181611950872036","0.0439160905208498","0.00509803314986715","-0.634888444106133","0.771371823456289","14","8","6","NaN","2.06306205646803","1.62110158957085","0.0206326686722723","0.0469049240330935","0.0665012530550944","NO"
"G101","I_half_midpoint","W_FWHM_crossing","S_percentile_95","NO","14.1978802464257","9.80583686762044","3.35712725313864","15.645023906326","-0.159417503676931","-0.634888444106133","0.771371823456289","14","8","6","NaN","2.06306205646803","1.62110158957085","0.00360765916645248","9.67522337723355","3.2420165553217","NO"
"G102","I_half_midpoint","W_FWHM_crossing","S_area_positive","NO","0.0475921290088076","0.0462620423803456","0.0541327244738187","0.010625461860603","0.00171426773153121","-0.634888444106133","0.771371823456289","14","8","6","NaN","2.06306205646803","1.62110158957085","0.0807547394824577","-0.0843514480065432","-0.0609779733431234","YES"
"G103","I_half_midpoint","W_FWHM_crossing","S_area_core","NO","0.1305943844271","0.0905091332669641","0.164635937648177","0.0814743871788228","0.00286265266665825","-0.634888444106133","0.771371823456289","14","8","6","NaN","2.06306205646803","1.62110158957085","0.0635155141189884","-0.0401043571199247","0.0495252398312351","NO"
"G104","I_half_midpoint","W_FWHM_crossing","S_smoothed_peak_across_T","NO","0.110624106711127","0.122184746628909","0.120712115966617","0.0405315534291635","0.00322966919742344","-0.634888444106133","0.771371823456289","14","8","6","NaN","2.06306205646803","1.62110158957085","0.0221758619540487","-0.00842874375797938","0.0056014181496748","NO"
"G105","I_half_midpoint","W_sigma_positive","S_peak_old","NO","0.0970820924167279","0.107828070101022","0.0829092438507338","0.083797244009428","0.000240784658046153","-0.486220850394096","1.67767021418453","14","8","6","NaN","2.06306205646803","0.454164922922247","0.0281667962705674","-0.0227854202858667","-0.0322014539662083","YES"
"G106","I_half_midpoint","W_sigma_positive","S_peak_quadratic","NO","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","0","0","NaN","NaN","NaN","NaN","NaN","NaN","NO"
"G107","I_half_midpoint","W_sigma_positive","S_top2_mean","NO","0.110971622881587","0.124543288279384","0.0829559838970359","0.0551923618458137","0.00344192906946481","-0.486220850394096","1.67767021418453","14","8","6","NaN","2.06306205646803","0.454164922922247","0.0221758064365963","-0.00607020210750474","-0.0321547139199062","YES"
"G108","I_half_midpoint","W_sigma_positive","S_top3_mean","NO","0.131609915448763","0.143616325760437","0.0961779845315999","0.040031519410132","0.00491950230563665","-0.486220850394096","1.67767021418453","14","8","6","NaN","2.06306205646803","0.454164922922247","0.0206326686722723","0.0130028353735484","-0.0189327132853422","NO"
"G109","I_half_midpoint","W_sigma_positive","S_percentile_95","NO","15.2539169520537","10.6959588295907","2.87430460774785","16.2672947957648","-0.119285799656748","-0.486220850394096","1.67767021418453","14","8","6","NaN","2.06306205646803","0.454164922922247","0.00360765916645248","10.5653453392038","2.75919390993091","NO"
"G110","I_half_midpoint","W_sigma_positive","S_area_positive","NO","0.0367984849953805","0.0371574946315073","0.0270487780964797","0.0088920357397368","0.00142366564636982","-0.486220850394096","1.67767021418453","14","8","6","NaN","2.06306205646803","0.454164922922247","0.0807547394824577","-0.0934559957553815","-0.0880619197204624","YES"
