"run_id","module","snapshot_has_entry","snapshot_linkage_present","coverage_status","notes"
"run_2026_03_09_225929_shape_rank_analysis","switching","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_09_230048_XI_Xshape_analysis","switching","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_09_999999_helper_layout_smoke","repository_audit","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_014001_coordinate_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_015246_coordinate_extraction","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_073818_svd_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_074713_svd_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_102734_svd_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_103044_svd_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_103713_svd_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_112659_alignment_audit","switching","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_112842_geometry_visualization","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_113434_svd_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_114441_svd_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_133938_time_mode_analysis","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_142409_geometry_observables","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_143118_geometry_observables","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_143906_timelaw_observables","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_145239_geometry_visualization","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_150549_geometry_observables","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_150549_geometry_visualization","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_151424_geometry_observables","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_171522_observable_mode_correlation","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_175048_relaxation_observable_stability_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_200643_observable_mode_correlation","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_205157_relaxation_switching_knee_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_205502_relaxation_switching_knee_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_205656_relaxation_switching_knee_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_215702_tp_27_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_220156_tp_27_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_220218_ridge_relaxation_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_220738_tp_30_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_222534_MG119_3sec","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_222604_MG119_36sec","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_222613_MG119_6min","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_222624_MG119_60min","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_223913_tp_6_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_224229_tp_10_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_225135_tp_14_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_225732_ridge_crossover_vs_relaxation","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_225902_tp_18_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_231114_tp_22_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_231719_tp_26_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_232934_tp_34_structured_export","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_233449_simple_switching_vs_relaxation_search","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_10_235137_tp_sweep_summary","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_011643_observable_identification_audit","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_025420_relaxation_switching_motion_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_030129_aging_shape_collapse_analysis","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_030129_aging_shape_collapse_analysis_01","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_082451_aging_shape_collapse_analysis","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_084425_relaxation_switching_motion_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_092014_barrier_landscape_reconstruction","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_092333_barrier_landscape_reconstruction","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_093235_barrier_landscape_reconstruction","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_093251_switching_barrier_projection","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_094519_switching_barrier_projection","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_095852_barrier_landscape_reconstruction","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_100042_unified_barrier_mechanism","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_100529_unified_barrier_mechanism","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_100634_switching_barrier_projection","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_100941_switching_barrier_projection","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_101123_switching_barrier_projection","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_102520_barrier_landscape_reconstruction","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_111154_barrier_landscape_interpretation_review","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_111513_barrier_landscape_interpretation_review","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_111757_barrier_landscape_interpretation_review","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_142636_beta_T_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_143034_beta_T_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_143323_beta_T_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_195951_beta_T_audit","relaxation","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_203011_existing_results_state_map","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_203011_existing_results_state_map+","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_213115_parallel_analysis_coordination","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_213115_parallel_analysis_coordination+","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_215040_relaxation_aging_canonical_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_215444_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_215525_relaxation_aging_canonical_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_215533_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_215958_relaxation_aging_canonical_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_220110_unified_crossover_map","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_220436_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_220453_relaxation_tau_time_window_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_220607_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_220719_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_220838_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_220904_relaxation_aging_canonical_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_221432_relaxation_tau_time_window_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_221600_unified_crossover_map","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_222040_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_222321_relaxation_aging_canonical_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_222321_relaxation_tau_time_window_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_222612_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_223108_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_223145_relaxation_aging_canonical_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_223355_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_223549_relaxation_tau_time_window_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_223610_unified_crossover_map","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_224153_switching_collapse_kernel_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_224713_relaxation_aging_canonical_comparison","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_225249_unified_crossover_map","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_230812_relaxation_tau_time_window_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_231731_relaxation_tau_time_window_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_232459_relaxation_tau_time_window_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_235727_switching_collapse_asymmetry_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_11_235752_switching_collapse_asymmetry_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_004447_switching_analysis_audit","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_004513_switching_analysis_audit","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_004703_switching_relaxation_observable_comparis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_004907_switching_relaxation_observable_comparis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_012249_switching_relaxation_amplitude_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_012407_switching_relaxation_amplitude_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_012410_switching_relaxation_amplitude_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_012602_switching_relaxation_amplitude_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_014828_switching_ridge_linear_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_015017_switching_ridge_linear_test","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_074720_unified_dynamical_crossover_synthesis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_074905_unified_dynamical_crossover_synthesis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_075103_unified_dynamical_crossover_synthesis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_081213_relaxation_switching_observable_scan","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_081243_relaxation_switching_observable_scan","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_084004_common_dynamical_subspace","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_201404_run_review_audit","review","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_201446_run_review_audit","review","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_201625_run_review_audit","review","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_211204_aging_dataset_build","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_213819_aging_log_time_scaling_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_213923_aging_component_clock_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_213929_aging_timescale_extraction","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_214012_aging_log_time_scaling_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_214126_aging_timescale_extraction","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_214127_aging_component_clock_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_222238_aging_time_rescaling_collapse","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_223427_aging_timescale_extraction","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_223709_aging_timescale_extraction","aging","1","TRUE","COVERED","At least one snapshot linkage field populated or snapshot_has_entry truthy."
"run_2026_03_12_223712_aging_log_time_scaling_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_223741_aging_component_clock_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_224309_aging_time_rescaling_collapse","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_224808_aging_timescale_extraction","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_225058_aging_component_clock_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_225559_aging_time_rescaling_collapse","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_225842_aging_component_clock_test","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_225857_aging_timescale_extraction","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_230511_aging_time_rescaling_collapse","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_230929_switching_energy_scale_collapse_filtered","switching","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_231143_switching_energy_scale_collapse_filtered","switching","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_232904_aging_time_rescaling_collapse","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_233337_aging_time_rescaling_collapse","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_233710_aging_time_rescaling_collapse","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_12_234016_switching_full_scaling_collapse","switching","1","TRUE","COVERED","At least one snapshot linkage field populated or snapshot_has_entry truthy."
"run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","switching","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_001549_switching_width_relaxation_correlation","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_002324_switching_width_relaxation_correlation","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_002809_switching_width_relaxation_correlation","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_003251_aging_fm_using_dip_clock","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_003818_aging_fm_using_dip_clock","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_004253_aging_fm_using_dip_clock","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_005134_aging_fm_using_dip_clock","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_005805_aging_fm_using_extracted_dip_tau","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_010148_aging_fm_using_extracted_dip_tau","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_011143_aging_fm_timescale_analysis","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_011259_switching_width_dynamics_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_012211_aging_fm_timescale_analysis","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_013634_aging_fm_timescale_analysis","aging","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_020134_switching_composite_observable_scan","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_020519_switching_composite_observable_scan","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_021053_switching_composite_observable_scan","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_022413_switching_composite_observable_scan","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_071713_switching_composite_observable_scan","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_072517_ridge_motion_relaxation_analysis","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_074018_aging_fm_switching_sector_link","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_075458_aging_fm_switching_sector_link","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
"run_2026_03_13_082430_switching_relaxation_bridge_robustness_a","cross_experiment","0","FALSE","MISSING","No truthy snapshot_has_entry and no non-empty other snapshot_* fields."
