priority,tier_order,analysis_name,source_script,canonical_run_to_use,expected_outputs,risk_level,replay_tier,guard_status
0,26,run_build_relaxation_dataset_from_pipeline,Switching/analysis/run_build_relaxation_dataset_from_pipeline.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,27,run_collapse_failure_mode_test,Switching/analysis/run_collapse_failure_mode_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,28,run_extract_tau_from_relaxation,Switching/analysis/run_extract_tau_from_relaxation.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,29,run_kappa2_kww_shape_test,Switching/analysis/run_kappa2_kww_shape_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,31,run_kappa2_operational_signature_test,Switching/analysis/run_kappa2_operational_signature_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,35,run_phi_asymmetry_link,Switching/analysis/run_phi_asymmetry_link.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,36,run_phi_even_deformation_test,Switching/analysis/run_phi_even_deformation_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,37,run_phi_physical_identification,Switching/analysis/run_phi_physical_identification.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,38,run_phi_physical_structure_test,Switching/analysis/run_phi_physical_structure_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,39,run_phi_pt_independence_test,Switching/analysis/run_phi_pt_independence_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,43,run_phi_temperature_derivative_test,Switching/analysis/run_phi_temperature_derivative_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,44,run_phi1_observable_phi2_driver_test,Switching/analysis/run_phi1_observable_phi2_driver_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,47,run_phi2_deformation_structure_test,Switching/analysis/run_phi2_deformation_structure_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,48,run_phi2_extended_deformation_basis_test,Switching/analysis/run_phi2_extended_deformation_basis_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,49,run_phi2_kappa2_canonical_residual_mode,Switching/analysis/run_phi2_kappa2_canonical_residual_mode.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,50,run_phi2_second_order_deformation_test,Switching/analysis/run_phi2_second_order_deformation_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,51,run_phi2_shape_physics_test,Switching/analysis/run_phi2_shape_physics_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,52,run_prediction_falsification_test,Switching/analysis/run_prediction_falsification_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,53,run_pt_deformation_mode_test,Switching/analysis/run_pt_deformation_mode_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,54,run_pt_energy_extraction_robustness_audit,Switching/analysis/run_pt_energy_extraction_robustness_audit.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,55,run_PT_kappa_relaxation_mapping,Switching/analysis/run_PT_kappa_relaxation_mapping.m,N/A (requires non-Switching inputs),C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/tables/PT_matrix.csv;C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_values.csv;C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_meta.csv,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,56,run_PT_to_relaxation_mapping,Switching/analysis/run_PT_to_relaxation_mapping.m,N/A (requires non-Switching inputs),C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/tables/PT_matrix.csv;C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_values.csv;C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_meta.csv,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,58,run_relaxation_deep_search,Switching/analysis/run_relaxation_deep_search.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,59,run_relaxation_extraction_from_known_runs,Switching/analysis/run_relaxation_extraction_from_known_runs.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,60,run_relaxation_outlier_audit,Switching/analysis/run_relaxation_outlier_audit.m,N/A (requires non-Switching inputs),C:/Dev/matlab-functions/results/switching/runs/run_2026_03_12_234016_switching_full_scaling_collapse/tables/switching_full_scaling_parameters.csv,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,61,run_relaxation_outlier_audit_no_toolbox,Switching/analysis/run_relaxation_outlier_audit_no_toolbox.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,62,run_residual_decomposition_22k_failure_audit,Switching/analysis/run_residual_decomposition_22k_failure_audit.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,64,run_residual_sector_robustness,Switching/analysis/run_residual_sector_robustness.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,65,run_residual_temperature_structure_test,Switching/analysis/run_residual_temperature_structure_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,67,run_switching_peak_jump_audit,Switching/analysis/run_switching_peak_jump_audit.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,70,run_validate_relaxation_dataset,Switching/analysis/run_validate_relaxation_dataset.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,76,switching_a1_vs_curvature_test,Switching/analysis/switching_a1_vs_curvature_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,77,switching_alignment_audit,Switching/analysis/switching_alignment_audit.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,78,switching_dynamic_shape_geometry_match_analysis,Switching/analysis/switching_dynamic_shape_geometry_match_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,79,switching_dynamic_shape_mode_analysis,Switching/analysis/switching_dynamic_shape_mode_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,80,switching_effective_observables,Switching/analysis/switching_effective_observables.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,81,switching_energy_mapping_analysis,Switching/analysis/switching_energy_mapping_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,82,switching_energy_scale_collapse_filtered,Switching/analysis/switching_energy_scale_collapse_filtered.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,83,switching_full_scaling_collapse,Switching/analysis/switching_full_scaling_collapse.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,84,switching_full_scaling_collapse_figure_repair,Switching/analysis/switching_full_scaling_collapse_figure_repair.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,85,switching_geometry_diagnostics,Switching/analysis/switching_geometry_diagnostics.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,86,switching_mechanism_followup,Switching/analysis/switching_mechanism_followup.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,87,switching_mechanism_survey,Switching/analysis/switching_mechanism_survey.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,88,switching_mode23_analysis,Switching/analysis/switching_mode23_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,89,switching_observable_basis_test,Switching/analysis/switching_observable_basis_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,90,switching_observable_stability_survey,Switching/analysis/switching_observable_stability_survey.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,91,switching_residual_collapse_verification_analysis,Switching/analysis/switching_residual_collapse_verification_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,92,switching_residual_decomposition_analysis,Switching/analysis/switching_residual_decomposition_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,93,switching_ridge_curvature_analysis,Switching/analysis/switching_ridge_curvature_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,94,switching_ridge_susceptibility_analysis,Switching/analysis/switching_ridge_susceptibility_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,95,switching_ridge_susceptibility_test,Switching/analysis/switching_ridge_susceptibility_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,96,switching_second_coordinate_duel,Switching/analysis/switching_second_coordinate_duel.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,97,switching_second_structural_observable_search,Switching/analysis/switching_second_structural_observable_search.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,98,switching_shape_rank_analysis,Switching/analysis/switching_shape_rank_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,99,switching_translation_mode_test,Switching/analysis/switching_translation_mode_test.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
0,100,switching_XI_Xshape_analysis,Switching/analysis/switching_XI_Xshape_analysis.m,N/A (requires non-Switching inputs),run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,HIGH,excluded_cross_module,EXCLUDE_MIXED_MODULE
1,33,run_minimal_canonical,Switching/analysis/run_minimal_canonical.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,reconstruction,ALLOW_SWITCHING_ONLY
1,66,run_switching_canonical,Switching/analysis/run_switching_canonical.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,LOW,reconstruction,ALLOW_SWITCHING_ONLY
2,1,analyze_phi_kappa_canonical_space,Switching/analysis/analyze_phi_kappa_canonical_space.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,phi1_phi2,ALLOW_SWITCHING_ONLY
2,40,run_phi_pt_restricted_deformation,Switching/analysis/run_phi_pt_restricted_deformation.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,phi1_phi2,ALLOW_SWITCHING_ONLY
2,41,run_phi_pt_restricted_deformation_5_1,Switching/analysis/run_phi_pt_restricted_deformation_5_1.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,phi1_phi2,ALLOW_SWITCHING_ONLY
2,42,run_phi_pt_restricted_deformation_stable,Switching/analysis/run_phi_pt_restricted_deformation_stable.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,phi1_phi2,ALLOW_SWITCHING_ONLY
2,45,run_phi1_phi2_observable_closure_fixed,Switching/analysis/run_phi1_phi2_observable_closure_fixed.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,phi1_phi2,ALLOW_SWITCHING_ONLY
2,46,run_phi1_phi2_observable_closure_test,Switching/analysis/run_phi1_phi2_observable_closure_test.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,phi1_phi2,ALLOW_SWITCHING_ONLY
4,34,run_parameter_robustness_switching_canonical,Switching/analysis/run_parameter_robustness_switching_canonical.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,robustness_audit,ALLOW_SWITCHING_ONLY
4,63,run_residual_rank2_audit,Switching/analysis/run_residual_rank2_audit.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,robustness_audit,ALLOW_SWITCHING_ONLY
4,68,run_tail_ablation_test,Switching/analysis/run_tail_ablation_test.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,robustness_audit,ALLOW_SWITCHING_ONLY
5,22,run_alpha_observable_search,Switching/analysis/run_alpha_observable_search.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,24,run_asymmetric_spread_analysis,Switching/analysis/run_asymmetric_spread_analysis.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,30,run_kappa2_opening_test,Switching/analysis/run_kappa2_opening_test.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,32,run_kappa2_physical_necessity,Switching/analysis/run_kappa2_physical_necessity.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,57,run_pt_width_spread_observable_analysis,Switching/analysis/run_pt_width_spread_observable_analysis.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,69,run_trajectory_geometry_aging_test,Switching/analysis/run_trajectory_geometry_aging_test.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,71,run_width_decomposition_test,Switching/analysis/run_width_decomposition_test.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,72,run_width_interaction_closure_test,Switching/analysis/run_width_interaction_closure_test.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
5,73,run_width_interaction_closure_test_v2,Switching/analysis/run_width_interaction_closure_test_v2.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,remaining_switching,ALLOW_SWITCHING_ONLY
99,2,checkNoDuplicateTemps,Switching/analysis/checkNoDuplicateTemps.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,3,computeMetrics,Switching/analysis/computeMetrics.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,4,debug_fix_o2_pipeline,Switching/analysis/debug_fix_o2_pipeline.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,5,ensureDir,Switching/analysis/ensureDir.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,9,formatNum,Switching/analysis/formatNum.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,10,getVarByCandidates,Switching/analysis/getVarByCandidates.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,12,leaveOneOutPredict,Switching/analysis/leaveOneOutPredict.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,14,pearsonCorrelation,Switching/analysis/pearsonCorrelation.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,15,phi1_phi2_driver_helpers,Switching/analysis/phi1_phi2_driver_helpers.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,16,phi2_deformation_helpers,Switching/analysis/phi2_deformation_helpers.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,17,phi2_shape_helpers,Switching/analysis/phi2_shape_helpers.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,18,relImprovement,Switching/analysis/relImprovement.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,74,sanitizeMD,Switching/analysis/sanitizeMD.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,75,spearmanCorrelation,Switching/analysis/spearmanCorrelation.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
99,101,tiedRankLocal,Switching/analysis/tiedRankLocal.m,run_2026_04_03_000147_switching_canonical,run-scoped: results/switching/runs/run_2026_04_03_000147_switching_canonical/tables|reports or see_script,MEDIUM,helper_infrastructure,ALLOW_SWITCHING_ONLY
