"a","b","c","pearson_A","spearman_A","deltaT_peak","loo_min_pearson","loo_min_spearman","source","score_basic"
"0.85","0.55","0.9","0.987884447152418","1","0","0.986058257679533","1","computed_refine_extension","0.993576985681632"
"0.9","0.5","0.9","0.987748292845552","1","0","0.986211294930464","1","computed_refine_extension","0.993566746839759"
"1.05","0.6","1.05","0.987799043795049","1","0","0.986128050418251","1","computed_refine_extension","0.993565323222165"
"1","0.5","1.1","0.987790797955719","1","0","0.986107940315367","1","computed_refine_extension","0.993558827449789"
"0.95","0.6","1.1","0.987886831801249","1","0","0.985955418891084","1","computed_refine_extension","0.993557133318591"
"0.9","0.55","0.9","0.987760631785088","1","0","0.986064587909485","1","computed_refine_extension","0.993541107117423"
"0.85","0.5","1.15","0.987800026686652","1","0","0.985913460165487","1","computed_refine_extension","0.993522700039093"
"1","0.5","1.05","0.987708229688427","1","0","0.986027059968364","1","computed_refine_extension","0.993517880900201"
"0.95","0.5","0.95","0.987671806186153","1","0","0.986067589021545","1","computed_refine_extension","0.993515059660155"
"0.95","0.6","0.95","0.987750030886476","1","0","0.98591643129295","1","computed_refine_extension","0.993508295524533"
"1.05","0.55","1.1","0.987675243343783","1","0","0.985976564572785","1","computed_refine_extension","0.993497885917692"
"0.75","0.5","1.05","0.987784551543227","1","0","0.985802317246137","1","computed_refine_extension","0.993495828912195"
"1.05","0.6","1.15","0.987698709075429","1","0","0.985902354478998","1","computed_refine_extension","0.993490083618428"
"0.85","0.55","1.1","0.987763840266176","1","0","0.985782813650725","1","computed_refine_extension","0.993485714809998"
"1","0.5","1.15","0.987641911765555","1","0","0.985948696378431","1","computed_refine_extension","0.993482312805353"
"1","0.6","1.15","0.987726854898932","1","0","0.985821047282648","1","computed_refine_extension","0.993482265926209"
"0.85","0.5","0.85","0.987566412759528","1","0","0.98602166632834","1","computed_refine_extension","0.993474257093526"
"0.9","0.55","1.15","0.987701082196909","1","0","0.985751379657028","1","computed_refine_extension","0.993460600590478"
"1.05","0.65","1.05","0.987674056386419","1","0","0.985790653588534","1","computed_refine_extension","0.993460347633632"
"1.05","0.65","1.1","0.987675288317286","1","0","0.985750350187483","1","computed_refine_extension","0.993452656532682"
"1.05","0.55","1.15","0.987581806172527","1","0","0.985878347845558","1","computed_refine_extension","0.99345021142087"
"1.05","0.55","1.05","0.987528379212118","1","0","0.985824696595788","1","computed_refine_extension","0.993423453082793"
"1.1","0.65","1.1","0.987541758606741","1","0","0.985709131572669","1","computed_refine_extension","0.993404353896556"
"1.05","0.6","1","0.98747593404711","1","0","0.98579523303917","1","computed_refine_extension","0.993401826821967"
"0.95","0.5","1.2","0.987475430862334","1","0","0.985738527609289","1","computed_refine_extension","0.993390334780558"
"1","0.6","0.95","0.987465291252636","1","0","0.985740509926323","1","computed_refine_extension","0.993387689361055"
"1.1","0.6","1.1","0.987458721158609","1","0","0.985730280725679","1","computed_refine_extension","0.993383672492718"
"1","0.65","1.1","0.987548420859374","1","0","0.9855291669183","1","computed_refine_extension","0.993370359641472"
"1.1","0.6","1.15","0.987424181903808","1","0","0.985697508339762","1","computed_refine_extension","0.993366756239095"
"1","0.55","1.2","0.987448679501781","1","0","0.98562956051238","1","computed_refine_extension","0.99336051595301"
"0.95","0.6","1.15","0.987509267845153","1","0","0.985491954446193","1","computed_refine_extension","0.993351171242785"
"1.1","0.65","1.05","0.987407129563728","1","0","0.98561548384748","1","computed_refine_extension","0.993345235638614"
"0.9","0.5","1.2","0.987430922176424","1","0","0.985551758742209","1","computed_refine_extension","0.993339628401369"
"1.1","0.65","1.15","0.987437978641938","1","0","0.985537377743424","1","computed_refine_extension","0.993338869141266"
"1.05","0.65","1","0.987424978640837","1","0","0.985553696409558","1","computed_refine_extension","0.993338232874163"
"1","0.55","0.95","0.987320426534404","1","0","0.985673748863274","1","computed_refine_extension","0.993330877732976"
"1.05","0.65","1.15","0.987456191655661","1","0","0.985462505363069","1","computed_refine_extension","0.993329358569312"
"0.95","0.55","0.9","0.987289742719189","1","0","0.985696781368386","1","computed_refine_extension","0.993326279089434"
"0.95","0.55","1.2","0.987390347545888","1","0","0.985445464214516","1","computed_refine_extension","0.99330619710667"
"1","0.5","1.2","0.987286687947641","1","0","0.985577107934409","1","computed_refine_extension","0.993301427971174"
"1.05","0.55","1.2","0.987274317657448","1","0","0.985559152609585","1","computed_refine_extension","0.993294125819152"
"1.05","0.6","1.2","0.987329103990539","1","0","0.985424440158765","1","computed_refine_extension","0.993283619228915"
"1.1","0.6","1.05","0.987243923751431","1","0","0.985502714496742","1","computed_refine_extension","0.993273720024778"
"0.8","0.5","1.15","0.987359073324594","1","0","0.98532381738696","1","computed_refine_extension","0.99327248547477"
"0.75","0.5","1.1","0.987305020374784","1","0","0.985228131147084","1","computed_refine_extension","0.993237132341852"
"1","0.6","1.2","0.987258427437564","1","0","0.985244082062741","1","computed_refine_extension","0.993226344643818"
"1.15","0.65","1.15","0.987174209663722","1","0","0.985368248607849","1","computed_refine_extension","0.993225912620686"
"1.1","0.6","1.2","0.98716769184604","1","0","0.985374054558166","1","computed_refine_extension","0.993225118465445"
"1.1","0.7","1.1","0.987257610293813","1","0","0.98522383057005","1","computed_refine_extension","0.993222049202154"
"0.95","0.6","0.9","0.987185997471066","1","0","0.985323657983581","1","computed_refine_extension","0.993220530838036"
"1.15","0.65","1.1","0.98714685637276","1","0","0.985375380330814","1","computed_refine_extension","0.993219132977991"
"1.05","0.55","1","0.987109536204073","1","0","0.985387339350451","1","computed_refine_extension","0.993210328731312"
"0.85","0.55","1.15","0.987248631950468","1","0","0.985165852227081","1","computed_refine_extension","0.993207760030557"
"0.8","0.5","0.8","0.987092816536144","1","0","0.985353591112328","1","computed_refine_extension","0.993198563183309"
"1","0.65","1.15","0.987229488532301","1","0","0.985139914582677","1","computed_refine_extension","0.993196829476226"
"1.05","0.5","1.1","0.987096732875797","1","0","0.985318388996531","1","computed_refine_extension","0.993192697662045"
"1.05","0.5","1.15","0.987093353576247","1","0","0.985319494603927","1","computed_refine_extension","0.99319190499366"
"1.1","0.7","1.05","0.987184850811456","1","0","0.985173996708241","1","computed_refine_extension","0.993190254585085"
"1.15","0.7","1.1","0.987131495017053","1","0","0.985173390398361","1","computed_refine_extension","0.993174126584788"
"0.85","0.5","1.2","0.987153502295271","1","0","0.985130917492621","1","computed_refine_extension","0.993172234187105"
"1.1","0.55","1.15","0.987047656033063","1","0","0.985265992512468","1","computed_refine_extension","0.993167495312413"
"1.1","0.65","1.2","0.987121403197314","1","0","0.985127655920846","1","computed_refine_extension","0.993161952143363"
"0.9","0.55","0.85","0.986989544352621","1","0","0.985256913855548","1","computed_refine_extension","0.993148246076896"
"1.1","0.65","1","0.987003370507738","1","0","0.985223619093909","1","computed_refine_extension","0.993145734971103"
"1.15","0.7","1.15","0.987091252666352","1","0","0.985082455241882","1","computed_refine_extension","0.993143866848282"
"1.1","0.55","1.1","0.986995078192303","1","0","0.985203355008009","1","computed_refine_extension","0.993139194459293"
"0.9","0.55","1.2","0.987099667473238","1","0","0.985027074946734","1","computed_refine_extension","0.993135315231318"
"0.95","0.5","0.9","0.986918519891276","1","0","0.985291989645318","1","computed_refine_extension","0.993133953896447"
"1.1","0.7","1.15","0.987100908444045","1","0","0.985014960148391","1","computed_refine_extension","0.993133264562892"
"0.9","0.5","0.85","0.98687782596514","1","0","0.985322455461011","1","computed_refine_extension","0.993127838881744"
"1.15","0.65","1.2","0.986971584974648","1","0","0.985072485558435","1","computed_refine_extension","0.993105972604081"
"1.05","0.65","1.2","0.98703978276468","1","0","0.984952033605116","1","computed_refine_extension","0.993102341550427"
"1.15","0.6","1.15","0.986902989710542","1","0","0.985100241935165","1","computed_refine_extension","0.993090945300196"
"1.05","0.6","0.95","0.986858451716903","1","0","0.985152242012309","1","computed_refine_extension","0.993087983917533"
"1.1","0.55","1.2","0.986867241552613","1","0","0.98508604083699","1","computed_refine_extension","0.993077380633182"
"1.05","0.5","1.2","0.986864678731331","1","0","0.985086636186755","1","computed_refine_extension","0.99307673085675"
"1.15","0.7","1.05","0.986924128172049","1","0","0.98498763509254","1","computed_refine_extension","0.993074765470122"
"1.15","0.65","1.05","0.986861011352492","1","0","0.98506801729325","1","computed_refine_extension","0.993071906864398"
"1.05","0.65","0.95","0.986894753489486","1","0","0.985003592290011","1","computed_refine_extension","0.993069144504848"
"0.95","0.6","1.2","0.986956010776081","1","0","0.984829284001848","1","computed_refine_extension","0.993052660033194"
"0.95","0.5","1.25","0.986837944682901","1","0","0.9849447122475","1","computed_refine_extension","0.99304032585437"
"1","0.55","1.25","0.986851526912509","1","0","0.984889019475587","1","computed_refine_extension","0.99303326196887"
"1.2","0.7","1.15","0.986836910059285","1","0","0.984906124963555","1","computed_refine_extension","0.993032298010497"
"1.15","0.6","1.1","0.986790932938266","1","0","0.984971555697274","1","computed_refine_extension","0.993031591020935"
"1.15","0.6","1.2","0.986774167013194","1","0","0.98497742807398","1","computed_refine_extension","0.993027735718754"
"1.1","0.7","1","0.986853773488896","1","0","0.984834162322514","1","computed_refine_extension","0.993022964511172"
"1.05","0.55","1.25","0.986774794713697","1","0","0.984939041890485","1","computed_refine_extension","0.993020246792206"
"1.1","0.6","1","0.986746793529203","1","0","0.984977834956867","1","computed_refine_extension","0.993019605050134"
"1","0.6","0.9","0.986718522292654","1","0","0.984964932440426","1","computed_refine_extension","0.993008543175881"
"1.15","0.7","1.2","0.986830150460989","1","0","0.984743609587609","1","computed_refine_extension","0.992997767055818"
"1.2","0.7","1.1","0.986745095772357","1","0","0.984864627678071","1","computed_refine_extension","0.992996454267321"
"1.05","0.6","1.25","0.986775302758061","1","0","0.984740456667221","1","computed_refine_extension","0.992980682160863"
"1.1","0.6","1.25","0.986712247261226","1","0","0.984788041363733","1","computed_refine_extension","0.992971282451114"
"0.85","0.5","0.8","0.986568475122937","1","0","0.984982415247342","1","computed_refine_extension","0.992967025586349"
"1.2","0.65","1.15","0.986664608523004","1","0","0.98482810037513","1","computed_refine_extension","0.992965002631927"
"0.9","0.5","1.25","0.986709552218098","1","0","0.984675065425702","1","computed_refine_extension","0.99294787875057"
"1.2","0.7","1.2","0.986690644262112","1","0","0.984682792895165","1","computed_refine_extension","0.992943751857667"
"0.95","0.55","1.25","0.986708512156224","1","0","0.984620540753592","1","computed_refine_extension","0.992936661797586"
"1.1","0.7","1.2","0.986738910668547","1","0","0.984573654409499","1","computed_refine_extension","0.992936404082464"
"1.2","0.65","1.2","0.986590302668156","1","0","0.984766184562294","1","computed_refine_extension","0.992930327712905"
"1","0.65","1.2","0.986727072940632","1","0","0.984541895711557","1","computed_refine_extension","0.992926501024501"
"1.2","0.75","1.15","0.986663316773053","1","0","0.984542252732692","1","computed_refine_extension","0.992907445578454"
"1.2","0.75","1.1","0.986637892263086","1","0","0.984550030828219","1","computed_refine_extension","0.99290137384457"
"0.75","0.5","1.15","0.986673303789961","1","0","0.98448047751563","1","computed_refine_extension","0.992898086640114"
"1","0.55","0.9","0.986467868380158","1","0","0.984787241276357","1","computed_refine_extension","0.992897808769319"
"0.8","0.5","1.2","0.986643839323313","1","0","0.984472709316559","1","computed_refine_extension","0.992887693660306"
"1.1","0.65","1.25","0.986613632969688","1","0","0.984503166015528","1","computed_refine_extension","0.992884723094012"
"1.1","0.55","1.25","0.986478527279045","1","0","0.984690883371122","1","computed_refine_extension","0.992881734857938"
"1","0.6","1.25","0.98661907659667","1","0","0.98447418060783","1","computed_refine_extension","0.992880559100567"
"1.15","0.65","1.25","0.986562955426794","1","0","0.984547406032892","1","computed_refine_extension","0.992878367834617"
"1.2","0.65","1.1","0.98649001706875","1","0","0.984629391309824","1","computed_refine_extension","0.99287288338259"
"1.05","0.5","1.25","0.986434453414862","1","0","0.984646092563698","1","computed_refine_extension","0.992859554537198"
"1.15","0.6","1.25","0.986430111602812","1","0","0.984620925088541","1","computed_refine_extension","0.992853218498552"
"0.85","0.55","1.2","0.986577312121283","1","0","0.984371074477786","1","computed_refine_extension","0.992847408531942"
"1.15","0.7","1","0.986437115922456","1","0","0.984490815012243","1","computed_refine_extension","0.992829297779185"
"0.95","0.55","0.85","0.986304878278841","1","0","0.98467959742005","1","computed_refine_extension","0.992827382967662"
"1.2","0.7","1.05","0.986385577125637","1","0","0.984526766857601","1","computed_refine_extension","0.992821026509211"
"1.25","0.75","1.15","0.986417149806769","1","0","0.984357922498946","1","computed_refine_extension","0.99279672944182"
"1.2","0.75","1.2","0.986459789647904","1","0","0.984276609042651","1","computed_refine_extension","0.992793258702901"
"1.25","0.7","1.15","0.98633761396639","1","0","0.984455283098144","1","computed_refine_extension","0.992792340809546"
"1.1","0.65","0.95","0.986293189156676","1","0","0.98449380919618","1","computed_refine_extension","0.992786718586239"
"1.05","0.65","1.25","0.986445537543897","1","0","0.984240067035553","1","computed_refine_extension","0.99278167467028"
"1.25","0.7","1.2","0.98632036716425","1","0","0.984395279919845","1","computed_refine_extension","0.992775166133244"
"1.15","0.65","1","0.986282375991337","1","0","0.984451313588964","1","computed_refine_extension","0.992774975515194"
"1.1","0.5","1.15","0.986296686455276","1","0","0.984409291937395","1","computed_refine_extension","0.992770864324062"
"0.95","0.6","0.85","0.986298071341842","1","0","0.984371034393675","1","computed_refine_extension","0.992763628281288"
"1.2","0.65","1.25","0.986293698124665","1","0","0.984376798829536","1","computed_refine_extension","0.992763469203307"
"1.2","0.75","1.05","0.986355655836112","1","0","0.984269851107788","1","computed_refine_extension","0.992760666972391"
"1.15","0.7","1.25","0.98637077095313","1","0","0.984181218095338","1","computed_refine_extension","0.992747474905007"
"0.85","0.5","1.25","0.986361059962489","1","0","0.984183600790417","1","computed_refine_extension","0.99274503814683"
"1.2","0.7","1.25","0.986331238040753","1","0","0.984221263272027","1","computed_refine_extension","0.992743624066631"
"1.25","0.75","1.2","0.986329385568555","1","0","0.984209346306298","1","computed_refine_extension","0.992740684931826"
"1.15","0.55","1.2","0.98622775275211","1","0","0.984350517553279","1","computed_refine_extension","0.992738429336289"
"0.9","0.55","1.25","0.986345829454276","1","0","0.984129920804914","1","computed_refine_extension","0.992729732997265"
"1.1","0.5","1.2","0.986209710953407","1","0","0.984333165193126","1","computed_refine_extension","0.992729546324647"
"1.25","0.75","1.1","0.986258704711414","1","0","0.984231628548469","1","computed_refine_extension","0.992723937123118"
"1.1","0.7","0.95","0.986229513317033","1","0","0.984166601153434","1","computed_refine_extension","0.992702174225797"
"1.2","0.6","1.2","0.98614882695657","1","0","0.984258254923264","1","computed_refine_extension","0.992696299071624"
"0.95","0.6","1.25","0.98624365768484","1","0","0.983985508560609","1","computed_refine_extension","0.992670199017574"
"1.25","0.7","1.1","0.986097869194626","1","0","0.984183090684276","1","computed_refine_extension","0.992665978895243"
"1.05","0.55","1.3","0.986101917236419","1","0","0.984102910461555","1","computed_refine_extension","0.992651157263237"
"1.1","0.7","1.25","0.986192080883689","1","0","0.983922211793718","1","computed_refine_extension","0.992642066623851"
"1","0.5","1.3","0.986038201759716","1","0","0.984112901326586","1","computed_refine_extension","0.992634040793232"
"1.05","0.65","0.9","0.986042559506258","1","0","0.984096451146827","1","computed_refine_extension","0.992632058081243"
"1.25","0.8","1.15","0.986158802599023","1","0","0.983921316798292","1","computed_refine_extension","0.992631904139365"
"1.25","0.7","1.25","0.986073668898472","1","0","0.984046380809609","1","computed_refine_extension","0.992631376831464"
"1.1","0.6","1.3","0.986077373854616","1","0","0.984002224248707","1","computed_refine_extension","0.992623657006126"
"1","0.55","1.3","0.98609375495337","1","0","0.983968777112718","1","computed_refine_extension","0.992621881908555"
"0.8","0.5","0.75","0.985952772026981","1","0","0.984133343300043","1","computed_refine_extension","0.992612500268103"
"0.95","0.5","1.3","0.986045688950787","1","0","0.983978575144025","1","computed_refine_extension","0.992609421714041"
"1.15","0.55","1.25","0.985963222690187","1","0","0.984092012969417","1","computed_refine_extension","0.99260736940094"
"1.25","0.65","1.2","0.985977851588215","1","0","0.984061843056988","1","computed_refine_extension","0.992605724087862"
"1.05","0.6","0.9","0.985902573949526","1","0","0.984149348742525","1","computed_refine_extension","0.992600641933363"
"1.05","0.6","1.3","0.986054865327956","1","0","0.983869220971211","1","computed_refine_extension","0.992590303792629"
"1.2","0.6","1.25","0.985929383400084","1","0","0.984049515194762","1","computed_refine_extension","0.992588718058978"
"1.25","0.8","1.1","0.986065944118761","1","0","0.983843982730847","1","computed_refine_extension","0.992588579781798"
"1.1","0.55","1.3","0.985902391004835","1","0","0.984033546173654","1","computed_refine_extension","0.992577426536181"
"1.1","0.5","1.25","0.985903304109514","1","0","0.984028941157052","1","computed_refine_extension","0.992576779464265"
"1.3","0.75","1.2","0.985968945953215","1","0","0.983915503449391","1","computed_refine_extension","0.992573784475843"
"1.2","0.75","1.25","0.986050858657973","1","0","0.983778605696392","1","computed_refine_extension","0.99257097873667"
"0.9","0.55","0.8","0.985859697234794","1","0","0.984054060620212","1","computed_refine_extension","0.992568721294481"
"1","0.65","1.25","0.986058765891797","1","0","0.983754384062975","1","computed_refine_extension","0.992568506580134"
"1.3","0.75","1.15","0.985926951159164","1","0","0.983934171544722","1","computed_refine_extension","0.992564919656694"
"1.15","0.6","1.3","0.985892530977563","1","0","0.983931422188086","1","computed_refine_extension","0.992554043730886"
"1.15","0.65","1.3","0.985968693681462","1","0","0.983814732121923","1","computed_refine_extension","0.992553554528823"
"1.05","0.5","1.3","0.98582273452795","1","0","0.984019880892138","1","computed_refine_extension","0.992550796536813"
"1.25","0.8","1.2","0.986014632080417","1","0","0.983730862806964","1","computed_refine_extension","0.992550562185518"
"1.25","0.65","1.25","0.985806340015495","1","0","0.983906493305383","1","computed_refine_extension","0.992523200665725"
"1.3","0.8","1.15","0.985919638950308","1","0","0.983728254317716","1","computed_refine_extension","0.992521542548635"
"1.1","0.65","1.3","0.985933083282575","1","0","0.983683744588492","1","computed_refine_extension","0.992516673902471"
"1.25","0.75","1.05","0.985823340874161","1","0","0.983797639451663","1","computed_refine_extension","0.992506530152581"
"1.3","0.8","1.2","0.985892190179188","1","0","0.983656414055298","1","computed_refine_extension","0.992498939864816"
"0.9","0.5","0.8","0.985627324169241","1","0","0.984028195116973","1","computed_refine_extension","0.992493836274167"
"0.95","0.55","1.3","0.985877490993184","1","0","0.98362720189704","1","computed_refine_extension","0.992488687677363"
"1.2","0.65","1.3","0.985797333352606","1","0","0.983741670150869","1","computed_refine_extension","0.992487534035955"
"0.75","0.5","1.2","0.985902929759662","1","0","0.983574218110556","1","computed_refine_extension","0.99248572255001"
"0.9","0.5","1.3","0.985844765780028","1","0","0.983637195873189","1","computed_refine_extension","0.992480868908646"
"1.2","0.7","1","0.985722780420307","1","0","0.98381514189486","1","computed_refine_extension","0.992479862505064"
"1.3","0.7","1.2","0.98571961414201","1","0","0.983766627984252","1","computed_refine_extension","0.992469209839454"
"1.2","0.75","1","0.985783292403649","1","0","0.983665829306456","1","computed_refine_extension","0.992468153582386"
"1.3","0.75","1.25","0.985774291839562","1","0","0.98363377227412","1","computed_refine_extension","0.992459042006693"
"1","0.6","1.3","0.985824607538057","1","0","0.983528451868072","1","computed_refine_extension","0.992453072635032"
"1","0.6","0.85","0.985615217733166","1","0","0.9837973975165","1","computed_refine_extension","0.99244404482325"
"1.2","0.7","1.3","0.985779905653104","1","0","0.983544263838964","1","computed_refine_extension","0.992442824463724"
"0.8","0.5","1.25","0.985792829168541","1","0","0.983466962650231","1","computed_refine_extension","0.992431241280609"
"1.15","0.7","0.95","0.985631643271846","1","0","0.983641396164869","1","computed_refine_extension","0.992417772214528"
"1.3","0.75","1.1","0.985619843184562","1","0","0.983638702922611","1","computed_refine_extension","0.992413693539891"
"0.85","0.55","1.25","0.985763851851322","1","0","0.983413786579164","1","computed_refine_extension","0.992411912871229"
"1.3","0.7","1.25","0.98559853551303","1","0","0.983660863610496","1","computed_refine_extension","0.992411733376008"
"1.3","0.8","1.1","0.985692765006012","1","0","0.98351522444036","1","computed_refine_extension","0.992410874389876"
"1.15","0.7","1.3","0.985732379670974","1","0","0.983416127139893","1","computed_refine_extension","0.992402939329271"
"1.25","0.7","1.3","0.985620883158256","1","0","0.98346816861135","1","computed_refine_extension","0.992379898669747"
"1.05","0.65","1.3","0.985690117825016","1","0","0.98334473039909","1","computed_refine_extension","0.992375981427323"
"1.2","0.6","1.3","0.985500990486532","1","0","0.983624200350059","1","computed_refine_extension","0.992375137215971"
"1.15","0.55","1.3","0.985495845344736","1","0","0.983623758999845","1","computed_refine_extension","0.99237350540339"
"1.25","0.8","1.25","0.985657923244135","1","0","0.983299238411853","1","computed_refine_extension","0.992357224655611"
"1.3","0.8","1.25","0.985637234366695","1","0","0.983328562970751","1","computed_refine_extension","0.992356882904159"
"0.9","0.6","1.25","0.985649428559163","1","0","0.983271049093785","1","computed_refine_extension","0.992349038386506"
"1.35","0.8","1.2","0.985540487933741","1","0","0.983355566546761","1","computed_refine_extension","0.992333259689475"
"1.1","0.5","1.3","0.985399973361555","1","0","0.983521537861338","1","computed_refine_extension","0.992324299580734"
"1.25","0.65","1.3","0.98541964243716","1","0","0.983468763002256","1","computed_refine_extension","0.992319645331599"
"1.25","0.75","1.3","0.985514941228463","1","0","0.983194583396618","1","computed_refine_extension","0.992293399047863"
"1.35","0.8","1.15","0.985437405928834","1","0","0.98329612307085","1","computed_refine_extension","0.99229044639282"
"1.35","0.75","1.2","0.985378767133336","1","0","0.983377827680312","1","computed_refine_extension","0.992289195676063"
"1.1","0.7","1.3","0.985477932717645","1","0","0.983079764339652","1","computed_refine_extension","0.992259332683224"
"0.85","0.5","0.75","0.985168696762297","1","0","0.983504752952275","1","computed_refine_extension","0.992251559619144"
"1.2","0.75","1.3","0.985456628814611","1","0","0.983070083148013","1","computed_refine_extension","0.992251005273986"
"0.9","0.55","1.3","0.98545297334809","1","0","0.983074491568448","1","computed_refine_extension","0.992250790318117"
"1.35","0.8","1.25","0.985399717097789","1","0","0.983142988006599","1","computed_refine_extension","0.992248512730657"
"0.85","0.5","1.3","0.985435263047427","1","0","0.983085084449478","1","computed_refine_extension","0.992247595804124"
"1.1","0.65","0.9","0.985230741526196","1","0","0.983377349829427","1","computed_refine_extension","0.992244692423744"
"1.35","0.75","1.25","0.985310297449971","1","0","0.98324325437101","1","computed_refine_extension","0.992241740109193"
"1.3","0.75","1.3","0.985367167033225","1","0","0.98311472920526","1","computed_refine_extension","0.992233095951019"
"1.35","0.85","1.2","0.9853833024196","1","0","0.983028158213264","1","computed_refine_extension","0.992220622368533"
"1.3","0.7","1.3","0.985255940249745","1","0","0.98319206367216","1","computed_refine_extension","0.992215194809355"
"0.95","0.6","1.3","0.985386463688226","1","0","0.982976208838966","1","computed_refine_extension","0.992211180874261"
"1.35","0.85","1.15","0.9853489290072","1","0","0.983021607094494","1","computed_refine_extension","0.992209000121059"
"1.25","0.6","1.25","0.985210831093812","1","0","0.983221727415823","1","computed_refine_extension","0.992207594811308"
"1.1","0.7","0.9","0.985269423058247","1","0","0.98312527454272","1","computed_refine_extension","0.992205881826018"
"1.05","0.55","1.35","0.985271707299766","1","0","0.983091585038652","1","computed_refine_extension","0.99219982919766"
"0.75","0.5","0.95","0.98822006068046","0.995604395604396","0","0.986356756020452","0.994505494505495","computed_refine_extension","0.992198907869767"
