"a","b","c","pearson_A","spearman_A","deltaT_peak","loo_min_pearson","loo_min_spearman","source","score_basic"
"1.75","1.75","1.25","0.959769591646892","0.986813186813187","0","0.954257297292779","0.983516483516483","computed_coarse_extension","0.974166952337239"
"1.5","1.5","1.25","0.965116538978803","0.978021978021978","0","0.960991026261968","0.972527472527473","computed_coarse_extension","0.974040859253727"
"1.25","1.25","1.75","0.959061518197953","0.986813186813187","0","0.954049577856731","0.983516483516483","computed_coarse_extension","0.973912986415348"
"0.5","0.75","1.5","0.959216165257019","0.986813186813187","0","0.953501401957519","0.983516483516483","computed_coarse_extension","0.973849745353225"
"2","1.5","1","0.968161530016781","0.973626373626374","0","0.962826406340025","0.967032967032967","computed_coarse_extension","0.97378297104227"
"2","1.75","2","0.951460681673984","0.995604395604396","0","0.945375090046117","0.994505494505495","computed_coarse_extension","0.972974760972957"
"2","0.75","1.25","0.960220860964302","0.982417582417582","0","0.954699421791723","0.978021978021978","computed_coarse_extension","0.972852296493789"
"0.75","1","1.5","0.956993815746096","0.986813186813187","0","0.951589023959616","0.983516483516483","computed_coarse_extension","0.972800564900367"
"1","1.25","1.25","0.957540158978472","0.986813186813187","0","0.950416784580401","0.983516483516483","computed_coarse_extension","0.972730019994237"
"1.5","1.5","1.75","0.955625518361541","0.986813186813187","0","0.950729865500816","0.983516483516483","computed_coarse_extension","0.972218243993241"
"1.5","1.25","0.75","0.965059975611577","0.973626373626374","0","0.958862668455571","0.967032967032967","computed_coarse_extension","0.972059757143818"
"2","1.25","1","0.96718487819702","0.969230769230769","0","0.962656875317412","0.961538461538462","computed_coarse_extension","0.971917607753358"
"1.5","1","0.75","0.967043065865369","0.969230769230769","0","0.962434404347588","0.961538461538462","computed_coarse_extension","0.971830569859897"
"0.75","0.75","2","0.954416547186776","0.986813186813187","0","0.947329981571873","0.983516483516483","computed_coarse_extension","0.971175575855023"
"1","1.25","1.5","0.953821302065661","0.986813186813187","0","0.947688940552513","0.983516483516483","computed_coarse_extension","0.971068794114817"
"1.25","0.5","0.75","0.961852722522767","0.973626373626374","0","0.957071873982828","0.967032967032967","computed_coarse_extension","0.970739422322626"
"2","1.75","1","0.962126731314731","0.973626373626374","0","0.956382789924059","0.967032967032967","computed_coarse_extension","0.970683808148462"
"1.75","0.75","1","0.961715141171214","0.973626373626374","0","0.956430491077337","0.967032967032967","computed_coarse_extension","0.970569871336062"
"2","2","1.5","0.952387921542378","0.986813186813187","0","0.94730117701372","0.983516483516483","computed_coarse_extension","0.970561227250073"
"1","1","2","0.952907273725128","0.986813186813187","0","0.946111598308061","0.983516483516483","computed_coarse_extension","0.970479117163766"
"1","0.75","0.5","0.962139375007008","0.973626373626374","0","0.954884698042421","0.967032967032967","computed_coarse_extension","0.970387982879817"
"0.5","0.75","1.75","0.95245828952359","0.986813186813187","0","0.945584521516879","0.983516483516483","computed_coarse_extension","0.970239006545068"
"1.75","1.75","1.75","0.951618625906935","0.986813186813187","0","0.946764077386439","0.983516483516483","computed_coarse_extension","0.970223018633984"
"1.75","1.75","1.5","0.957334628025643","0.978021978021978","0","0.952910773800215","0.972527472527473","computed_coarse_extension","0.970090235475428"
"0.5","0.5","2","0.954814947826256","0.982417582417582","0","0.947390089608038","0.978021978021978","computed_coarse_extension","0.969768656115638"
"1.75","0.5","1.25","0.95973923782601","0.973626373626374","0","0.954174876960711","0.967032967032967","computed_coarse_extension","0.969525977509176"
"0.75","1","1.75","0.95051107675657","0.986813186813187","0","0.944006811562003","0.983516483516483","computed_coarse_extension","0.969339300723987"
"1.25","1.25","2","0.950501964568803","0.986813186813187","0","0.943939239257935","0.983516483516483","computed_coarse_extension","0.969323052606843"
"1.25","1.5","1.5","0.949933805097213","0.986813186813187","0","0.942627681523534","0.983516483516483","computed_coarse_extension","0.968890293218486"
"2","1","1","0.957996508325994","0.973626373626374","0","0.95216694947883","0.967032967032967","computed_coarse_extension","0.968601573162795"
"2","0.5","2","0.951306881240434","0.982417582417582","0","0.946510610294572","0.978021978021978","computed_coarse_extension","0.968540340277198"
"1.5","0.75","0.75","0.95713524587575","0.973626373626374","0","0.951700917712961","0.967032967032967","computed_coarse_extension","0.968249988074548"
"2","2","1.75","0.947201754775669","0.986813186813187","0","0.942323148708059","0.983516483516483","computed_coarse_extension","0.968009771558928"
"1","1.25","1.75","0.947691596401853","0.986813186813187","0","0.941473804843741","0.983516483516483","computed_coarse_extension","0.96798685527392"
"1.5","1.5","2","0.947392386172564","0.986813186813187","0","0.941001833649033","0.983516483516483","computed_coarse_extension","0.967802697966191"
"1.75","1.5","0.75","0.955995381582659","0.973626373626374","0","0.947652884530055","0.967032967032967","computed_coarse_extension","0.967098422150039"
"1.75","1.25","0.75","0.958234832981187","0.969230769230769","0","0.951285038880882","0.961538461538462","computed_coarse_extension","0.966958226901302"
"2","2","1.25","0.954058321990106","0.973626373626374","0","0.946844423682986","0.967032967032967","computed_coarse_extension","0.96635561210286"
"1.25","1.5","1.75","0.944200981816678","0.986813186813187","0","0.937922727590482","0.983516483516483","computed_coarse_extension","0.966229455447715"
"2","0.5","1.5","0.953052582513792","0.973626373626374","0","0.947056266908085","0.967032967032967","computed_coarse_extension","0.966096258904985"
"1.75","1.75","2","0.94374583736199","0.986813186813187","0","0.93746959672633","0.983516483516483","computed_coarse_extension","0.966002285938478"
"0.5","0.75","2","0.94436781322282","0.986813186813187","0","0.936014592424645","0.983516483516483","computed_coarse_extension","0.96589787783639"
"2","0.5","1.75","0.955180682463644","0.969230769230769","0","0.950316234319909","0.961538461538462","computed_coarse_extension","0.965848220833844"
"1","0.5","0.5","0.95264","0.97363","0","0.94417","0.96703","reused_stability_27","0.9653965"
"0.75","1","2","0.94255439542465","0.986813186813187","0","0.934574157981509","0.983516483516483","computed_coarse_extension","0.965065765608312"
"2","2","2","0.939705372145527","0.986813186813187","0","0.93349246840422","0.983516483516483","computed_coarse_extension","0.963994720709118"
"1.5","1.75","1.75","0.940211712397163","0.986813186813187","0","0.932573381344984","0.983516483516483","computed_coarse_extension","0.963962805372761"
"1","1.25","2","0.939942185149298","0.986813186813187","0","0.932273356417624","0.983516483516483","computed_coarse_extension","0.96382194221293"
"1.25","1.5","2","0.936707685927567","0.986813186813187","0","0.929288035927563","0.983516483516483","computed_coarse_extension","0.962254528348398"
"2","1.5","0.75","0.948881423479223","0.969230769230769","0","0.939449998049369","0.961538461538462","computed_coarse_extension","0.96178519588441"
"1.25","1","0.5","0.949005792879054","0.969230769230769","0","0.939172143719302","0.961538461538462","computed_coarse_extension","0.961766935838346"
"1.75","2","1.75","0.935868838242421","0.986813186813187","0","0.926755170287924","0.983516483516483","computed_coarse_extension","0.961496300914926"
"0.5","1","1.75","0.935761728286987","0.986813186813187","0","0.925165054570632","0.983516483516483","computed_coarse_extension","0.961146144784838"
"1.5","1.75","2","0.933003885705236","0.986813186813187","0","0.925775699445393","0.983516483516483","computed_coarse_extension","0.960440920985265"
"1.75","1","0.75","0.950030805249061","0.96043956043956","0","0.942544333424809","0.950549450549451","computed_coarse_extension","0.959671954413526"
"0.75","1.25","1.75","0.9328531788675","0.986813186813187","0","0.921453012643202","0.983516483516483","computed_coarse_extension","0.959531171573506"
"1.75","2","2","0.928960881403916","0.986813186813187","0","0.920812950939032","0.983516483516483","computed_coarse_extension","0.958235469993596"
"0.5","1","2","0.929036104196243","0.986813186813187","0","0.918782734306813","0.983516483516483","computed_coarse_extension","0.957851993504851"
"0.75","1.25","2","0.926266208434665","0.986813186813187","0","0.91518006202285","0.983516483516483","computed_coarse_extension","0.956300490319585"
"2","1.75","0.75","0.946801003416385","0.956043956043956","0","0.936462855083763","0.945054945054945","computed_coarse_extension","0.955948256657053"
"1.25","0.75","0.5","0.94140789861376","0.96043956043956","0","0.930090556152718","0.950549450549451","computed_coarse_extension","0.954594326968518"
"1","1.5","2","0.922959750460504","0.986813186813187","0","0.91083940289489","0.983516483516483","computed_coarse_extension","0.954440421101745"
"2","1.25","0.75","0.941608812378543","0.956043956043956","0","0.931480617895822","0.945054945054945","computed_coarse_extension","0.953394151908112"
"1.25","1.75","2","0.919254203466969","0.986813186813187","0","0.905957569176874","0.983516483516483","computed_coarse_extension","0.952352390260081"
"2","0.5","1.25","0.940912221865718","0.942857142857143","0","0.932717930085259","0.928571428571429","computed_coarse_extension","0.948817252576767"
"1.5","1.25","0.5","0.935727778693995","0.951648351648352","0","0.923631855323696","0.93956043956044","computed_coarse_extension","0.948521627749861"
"2","0.75","1","0.939390486794472","0.942857142857143","0","0.930797202026193","0.928571428571429","computed_coarse_extension","0.94797658644358"
"1.75","0.5","1","0.939934483271216","0.934065934065934","0","0.93141341301735","0.917582417582418","computed_coarse_extension","0.945186104507912"
"0.5","0.75","0.75","0.963561347883563","0.982417582417582","2","0.956591284938778","0.978021978021978","computed_coarse_extension","0.944232815198978"
"1.5","0.5","0.75","0.931664503536103","0.942857142857143","0","0.921728577073591","0.928571428571429","computed_coarse_extension","0.943845066475549"
"0.75","1","1","0.962356746953424","0.982417582417582","2","0.955318751666181","0.978021978021978","computed_coarse_extension","0.943616928265417"
"1.75","1.5","0.5","0.922974999823627","0.951648351648352","0","0.909008005197328","0.93956043956044","computed_coarse_extension","0.941771024063477"
"0.75","1","0.75","0.958031937939258","0.982417582417582","2","0.950069142456089","0.978021978021978","computed_coarse_extension","0.941269563719149"
"1","1.25","1","0.95755398657439","0.982417582417582","2","0.949450572695998","0.978021978021978","computed_coarse_extension","0.94100246435767"
"1.5","1","0.5","0.92858","0.93846","0","0.91455","0.92308","reused_stability_27","0.939945"
"1.25","1.25","0.75","0.962488415150414","0.969230769230769","2","0.95529225464346","0.961538461538462","computed_coarse_extension","0.939035744704585"
"1.25","1.5","1.25","0.953023877077176","0.982417582417582","2","0.944722588490444","0.978021978021978","computed_coarse_extension","0.938697834667395"
"1.75","0.75","0.75","0.928475666288983","0.92967032967033","0","0.916954118450859","0.912087912087912","computed_coarse_extension","0.937318138961482"
"1.75","1.75","1","0.957057044009321","0.969230769230769","2","0.949193714547835","0.961538461538462","computed_coarse_extension","0.936186625343133"
"1.25","1.5","1","0.952025852223881","0.973626373626374","2","0.942744765678678","0.967032967032967","computed_coarse_extension","0.93492593957213"
"1.5","1.75","1.5","0.94552938730822","0.982417582417582","2","0.936904566768883","0.978021978021978","computed_coarse_extension","0.934885883392396"
"1","1.25","0.75","0.951448546693308","0.973626373626374","2","0.942366806653984","0.967032967032967","computed_coarse_extension","0.93467715610802"
"1.5","1.5","0.75","0.954207478246414","0.969230769230769","2","0.945356373066828","0.961538461538462","computed_coarse_extension","0.934564287318059"
"1","1","0.5","0.95312","0.96923","2","0.94458","0.96154","reused_stability_27","0.9340825"
"2","1","0.75","0.922675053587195","0.92967032967033","0","0.909003801072372","0.912087912087912","computed_coarse_extension","0.933987891675248"
"0.5","1","1.25","0.944137564016974","0.982417582417582","2","0.933313389918749","0.978021978021978","computed_coarse_extension","0.933750101034996"
"1.75","1.25","0.5","0.915589515760853","0.938461538461538","0","0.899242990182436","0.923076923076923","computed_coarse_extension","0.932986991226281"
"1.5","1.75","1.25","0.947997489373438","0.973626373626374","2","0.938421166600048","0.967032967032967","computed_coarse_extension","0.932852710901272"
"2","2","1","0.95023324237845","0.969230769230769","2","0.94075582052659","0.961538461538462","computed_coarse_extension","0.932451906049622"
"0.5","1","1.5","0.94102","0.98242","2","0.93024","0.97802","reused_stability_27","0.932201"
"0.75","1.25","1.25","0.940601238628908","0.982417582417582","2","0.929022024671881","0.978021978021978","computed_coarse_extension","0.931830930369202"
"0.75","1.25","1.5","0.937882216580961","0.982417582417582","2","0.926319719556323","0.978021978021978","computed_coarse_extension","0.930474762731707"
"1.75","1.75","0.75","0.945740626445398","0.969230769230769","2","0.935327524281765","0.961538461538462","computed_coarse_extension","0.930018462020742"
"1.75","2","1.25","0.942647290060875","0.973626373626374","2","0.931761608108895","0.967032967032967","computed_coarse_extension","0.929915739409272"
"1","1.5","1.25","0.936420526707886","0.982417582417582","2","0.923970603918615","0.978021978021978","computed_coarse_extension","0.929566432642243"
"0.5","0.75","0.5","0.952416247218584","0.956043956043956","2","0.944656865902638","0.945054945054945","computed_coarse_extension","0.929271631961487"
"1.75","2","1.5","0.940771568356232","0.973626373626374","2","0.930748904311261","0.967032967032967","computed_coarse_extension","0.929150482138352"
"1","1.5","1.5","0.93412","0.98242","2","0.92163","0.97802","reused_stability_27","0.928409"
"0.5","1","1","0.94399","0.96484","2","0.93328","0.95604","reused_stability_27","0.927547"
"1.5","1.75","1","0.94605151817717","0.96043956043956","2","0.935558219697811","0.950549450549451","computed_coarse_extension","0.927080945546559"
"2","1.5","0.5","0.903162407647683","0.938461538461538","0","0.884964706325323","0.923076923076923","computed_coarse_extension","0.926403202020908"
"1.25","1.5","0.75","0.944282917186513","0.96043956043956","2","0.934061669943285","0.950549450549451","computed_coarse_extension","0.926251055298457"
"1.25","1.75","1.5","0.929924717371977","0.982417582417582","2","0.916416189099834","0.978021978021978","computed_coarse_extension","0.926106806877714"
