inclusion_set,scalar_name,variant,rmse_all,nrmse_all,fro_rel_error,variance_explained,worst_column_rmse,worst_T_K,map_pearson_corr
strict_default_no_quality_flag,A_proj_nonSVD,raw,5.40617405504615e-07,0.0287063380542295,0.0287063380542295,0.999175946155516,6.72219035636831e-07,19,0.99869916276507
strict_default_no_quality_flag,m0_svd,raw,5.40615473558601e-07,0.0287062354694906,0.0287062354694906,0.99917595204517,6.72227294519476e-07,19,0.998699067627753
strict_default_no_quality_flag,projection_mean_curve,raw,5.40617622437854e-07,0.0287063495732055,0.0287063495732055,0.999175945494181,6.72219364343192e-07,19,0.998699234334902
strict_default_no_quality_flag,A_obs,sign_flip_if_negative_mean,6.29991204606567e-07,0.0334520130252688,0.0334520130252688,0.998880962824557,1.04497231365279e-06,37,0.998402652025803
strict_default_no_quality_flag,A_proj_nonSVD,sign_flip_if_negative_mean,5.40617405504615e-07,0.0287063380542295,0.0287063380542295,0.999175946155516,6.72219035636831e-07,19,0.99869916276507
strict_default_no_quality_flag,m0_svd,sign_flip_if_negative_mean,5.40615473558601e-07,0.0287062354694906,0.0287062354694906,0.99917595204517,6.72227294519476e-07,19,0.998699067627753
strict_default_no_quality_flag,projection_mean_curve,sign_flip_if_negative_mean,5.40617622437854e-07,0.0287063495732055,0.0287063495732055,0.999175945494181,6.72219364343192e-07,19,0.998699234334902
strict_default_no_quality_flag,A_obs,abs_diagnostic,6.29991204606567e-07,0.0334520130252688,0.0334520130252688,0.998880962824557,1.04497231365279e-06,37,0.998402652025803
strict_default_no_quality_flag,A_proj_nonSVD,abs_diagnostic,6.12766164974451e-07,0.0325373776368364,0.0325373776368364,0.998941319056518,9.8874803424713e-07,37,0.998491603351335
strict_default_no_quality_flag,m0_svd,abs_diagnostic,6.12915979068238e-07,0.0325453326415732,0.0325453326415732,0.998940801323249,9.89498458480931e-07,37,0.998490094304513
strict_default_no_quality_flag,projection_mean_curve,abs_diagnostic,6.12426242778925e-07,0.0325193280487959,0.0325193280487959,0.998942493303255,9.87065077471131e-07,37,0.998492840547964
strict_default_no_quality_flag,A_obs,zscore_diagnostic,1.59331417254588e-05,0.846036675807815,0.846036675807815,0.284221943188061,1.6324057867161e-05,33,0.947353795883011
strict_default_no_quality_flag,A_proj_nonSVD,zscore_diagnostic,1.59310515366695e-05,0.845925688508163,0.845925688508163,0.28440972952199,1.59350165796233e-05,19,0.947666704026524
strict_default_no_quality_flag,m0_svd,zscore_diagnostic,1.59310514096852e-05,0.845925681765401,0.845925681765401,0.284409740929742,1.59368531349889e-05,19,0.947666723032108
strict_default_no_quality_flag,projection_mean_curve,zscore_diagnostic,1.59310514643969e-05,0.845925684670545,0.845925684670545,0.284409736014669,1.59359983345279e-05,19,0.947666714843482
all_trace_valid,A_obs,raw,6.70421380789929e-07,0.0412893800640499,0.0412893800640499,0.998295187093926,1.04615682078369e-06,37,0.997475189829851
all_trace_valid,A_proj_nonSVD,raw,6.06782338839459e-07,0.0373700292418715,0.0373700292418715,0.998603480914462,7.80872464732012e-07,9,0.997847496218711
all_trace_valid,m0_svd,raw,6.06781150090352e-07,0.0373699560301347,0.0373699560301347,0.998603486386306,7.80870907833662e-07,9,0.99784737578191
all_trace_valid,projection_mean_curve,raw,6.06782247529303e-07,0.0373700236183341,0.0373700236183341,0.998603481334765,7.80872230086248e-07,9,0.997847500192142
all_trace_valid,A_obs,sign_flip_if_negative_mean,6.70421380789929e-07,0.0412893800640499,0.0412893800640499,0.998295187093926,1.04615682078369e-06,37,0.997475189829851
all_trace_valid,A_proj_nonSVD,sign_flip_if_negative_mean,6.06782338839459e-07,0.0373700292418715,0.0373700292418715,0.998603480914462,7.80872464732012e-07,9,0.997847496218711
all_trace_valid,m0_svd,sign_flip_if_negative_mean,6.06781150090352e-07,0.0373699560301347,0.0373699560301347,0.998603486386306,7.80870907833662e-07,9,0.99784737578191
all_trace_valid,projection_mean_curve,sign_flip_if_negative_mean,6.06782247529303e-07,0.0373700236183341,0.0373700236183341,0.998603481334765,7.80872230086248e-07,9,0.997847500192142
all_trace_valid,A_obs,abs_diagnostic,6.70421380789929e-07,0.0412893800640499,0.0412893800640499,0.998295187093926,1.04615682078369e-06,37,0.997475189829851
all_trace_valid,A_proj_nonSVD,abs_diagnostic,6.5470478632712e-07,0.0403214389143765,0.0403214389143765,0.998374181563874,9.88646555021473e-07,37,0.997627982027144
all_trace_valid,m0_svd,abs_diagnostic,6.54839059364183e-07,0.0403297084156461,0.0403297084156461,0.998373514619109,9.89403774160057e-07,37,0.997626134307943
all_trace_valid,projection_mean_curve,abs_diagnostic,6.54639800195735e-07,0.040317436600079,0.040317436600079,0.998374504305999,9.87972555018851e-07,37,0.997628189023569
all_trace_valid,A_obs,zscore_diagnostic,1.36650896832056e-05,0.841594701043699,0.841594701043699,0.291718359175167,1.39602647343299e-05,5,0.948012038454467
all_trace_valid,A_proj_nonSVD,zscore_diagnostic,1.36627452409958e-05,0.841450313397043,0.841450313397043,0.291961370084018,1.36725455852824e-05,9,0.948406818731146
all_trace_valid,m0_svd,zscore_diagnostic,1.36627451417559e-05,0.841450307285134,0.841450307285135,0.291961380369753,1.3671994925123e-05,9,0.948406835437228
all_trace_valid,projection_mean_curve,zscore_diagnostic,1.36627452317781e-05,0.841450312829353,0.841450312829353,0.291961371039385,1.36723986246765e-05,9,0.948406820282853
